topic,rank,artist,n_docs,pct_of_topic,total_topic_docs
0,1,JuL,833,2.90984036049883,28627
0,2,La Fouine,296,1.0339888916058266,28627
0,3,Naps,287,1.0025500401718659,28627
0,4,Alkpote,262,0.915219897299752,28627
0,5,Sexion d’Assaut,244,0.85234219443183,28627
0,6,Sadek,239,0.8348761658574073,28627
0,7,Kekra,233,0.8139169315681001,28627
0,8,Rohff,218,0.7615188458448318,28627
0,9,Hamza,208,0.7265867886959863,28627
0,10,Gims,203,0.7091207601215636,28627
0,11,Kaaris,200,0.6986411429769099,28627
0,12,Alonzo,195,0.6811751144024871,28627
0,13,Leto,194,0.6776819086876026,28627
0,14,Swift Guad,192,0.6706954972578335,28627
0,15,Mac Tyer,190,0.6637090858280644,28627
0,16,Jorrdee,185,0.6462430572536416,28627
0,17,Djadja & Dinaz,184,0.6427498515387572,28627
0,18,Jok’Air,184,0.6427498515387572,28627
0,19,Disiz,183,0.6392566458238725,28627
0,20,A2H,183,0.6392566458238725,28627
1,1,JuL,103,2.1961620469083156,4690
1,2,La Fouine,74,1.5778251599147122,4690
1,3,Rohff,51,1.0874200426439231,4690
1,4,Swift Guad,50,1.0660980810234542,4690
1,5,Booba,49,1.0447761194029852,4690
1,6,IAM,46,0.9808102345415779,4690
1,7,Niro,46,0.9808102345415779,4690
1,8,Mac Tyer,44,0.9381663113006397,4690
1,9,Demi Portion,43,0.9168443496801706,4690
1,10,Youssoupha,41,0.8742004264392323,4690
1,11,Alkpote,40,0.8528784648187633,4690
1,12,Oxmo Puccino,34,0.7249466950959489,4690
1,13,Sinik,33,0.7036247334754797,4690
1,14,Sexion d’Assaut,32,0.6823027718550106,4690
1,15,Kaaris,32,0.6823027718550106,4690
1,16,Disiz,31,0.6609808102345416,4690
1,17,Sadek,31,0.6609808102345416,4690
1,18,Seth Gueko,31,0.6609808102345416,4690
1,19,​DA Uzi,31,0.6609808102345416,4690
1,20,Lacrim,30,0.6396588486140725,4690
2,1,Rohff,88,1.916793726856894,4591
2,2,JuL,75,1.63363101720758,4591
2,3,La Fouine,59,1.2851230668699631,4591
2,4,Busta Flex,53,1.1544325854933566,4591
2,5,Guizmo,50,1.0890873448050533,4591
2,6,Mafia K’1 Fry,44,0.958396863428447,4591
2,7,Manu Key,44,0.958396863428447,4591
2,8,IAM,42,0.9148333696362448,4591
2,9,Niro,42,0.9148333696362448,4591
2,10,Disiz,41,0.8930516227401437,4591
2,11,Swift Guad,38,0.8277063820518407,4591
2,12,Sexion d’Assaut,35,0.7623611413635374,4591
2,13,Booba,32,0.6970159006752342,4591
2,14,Alonzo,32,0.6970159006752342,4591
2,15,A2H,30,0.653452406883032,4591
2,16,Alkpote,29,0.631670659986931,4591
2,17,Sinik,29,0.631670659986931,4591
2,18,Hayce Lemsi,28,0.6098889130908298,4591
2,19,Vald,27,0.5881071661947288,4591
2,20,Dinos,27,0.5881071661947288,4591
3,1,Alkpote,43,1.4029363784665578,3065
