original_index,artist,title,year,topic
0,Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,4
1,Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,15
2,Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,13
3,IAM,Planète mars - Homère Mix,1992.0,12
4,IAM,Planète mars - Homère Mix,1992.0,12
5,IAM,Rien n’est plus comme avant,1992.0,3
6,IAM,Rien n’est plus comme avant,1992.0,3
7,IAM,Rien n’est plus comme avant,1992.0,3
8,Ministère A.M.E.R.,Traîtres,1992.0,6
9,Ministère A.M.E.R.,Traîtres,1992.0,14
10,Ministère A.M.E.R.,Traîtres,1992.0,14
11,Ministère A.M.E.R.,Le savoir,1992.0,6
12,Ministère A.M.E.R.,Le savoir,1992.0,6
13,Ministère A.M.E.R.,Garde à vue,1992.0,11
14,Ministère A.M.E.R.,Garde à vue,1992.0,6
15,Ministère A.M.E.R.,Garde à vue,1992.0,6
16,Ministère A.M.E.R.,Garde à vue,1992.0,14
17,Ministère A.M.E.R.,RCA,1992.0,6
18,Ministère A.M.E.R.,RCA,1992.0,6
19,Ministère A.M.E.R.,RCA,1992.0,6
20,Ministère A.M.E.R.,Au-dessus des lois,1992.0,12
21,Ministère A.M.E.R.,Au-dessus des lois,1992.0,6
22,Ministère A.M.E.R.,Au-dessus des lois,1992.0,12
23,Ministère A.M.E.R.,Sos,1992.0,13
24,Ministère A.M.E.R.,Sos,1992.0,13
25,Ministère A.M.E.R.,Sos,1992.0,13
26,Ministère A.M.E.R.,Sos,1992.0,4
27,Ministère A.M.E.R.,Etiquette,1992.0,3
28,Ministère A.M.E.R.,Etiquette,1992.0,4
29,El Matador,Brandao,1992.0,4
30,El Matador,Brandao,1992.0,3
31,Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,7
32,Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,7
33,Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,7
34,Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,7
35,Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,6
36,Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,6
37,Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,6
38,Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,6
39,Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,6
40,Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,6
41,Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,6
42,Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,6
43,Assassin (FRA),L’Éducation À Travers Les Médias,1992.0,6
44,Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,3
45,Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,9
46,Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,3
47,Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,6
48,Assassin (FRA),Le Vent M’Emporte,1992.0,3
49,Assassin (FRA),Le Vent M’Emporte,1992.0,3
50,Assassin (FRA),Le Vent M’Emporte,1992.0,3
51,Assassin (FRA),Le Vent M’Emporte,1992.0,16
52,Assassin (FRA),Kique Ta Merde,1992.0,3
53,Assassin (FRA),Kique Ta Merde,1992.0,3
54,Assassin (FRA),Kique Ta Merde,1992.0,3
55,Assassin (FRA),Respect L’Ancienne École,1992.0,3
56,Assassin (FRA),Respect L’Ancienne École,1992.0,3
57,Assassin (FRA),Respect L’Ancienne École,1992.0,3
58,Assassin (FRA),Au Centre Des Polémiques,1992.0,3
59,Assassin (FRA),Au Centre Des Polémiques,1992.0,3
60,Soon E MC,Sur le boulevard du rythm’funky (1992),1992.0,3
61,Soon E MC,Sur le boulevard du rythm’funky (1992),1992.0,3
62,Soon E MC,Élucider ce mystère (1992),1992.0,0
63,Soon E MC,Élucider ce mystère (1992),1992.0,0
64,Soon E MC,Élucider ce mystère (1992),1992.0,0
65,Soon E MC,Élucider ce mystère (1992),1992.0,0
66,Soon E MC,Élucider ce mystère (1992),1992.0,7
67,Soon E MC,O.P.I.D (1992),1992.0,8
68,Soon E MC,O.P.I.D (1992),1992.0,0
69,Soon E MC,O.P.I.D (1992),1992.0,0
70,Soon E MC,Chauffeur de taxi groove,1992.0,17
71,Soon E MC,Chauffeur de taxi groove,1992.0,3
72,Soon E MC,Chauffeur de taxi groove,1992.0,3
73,Soon E MC,Répugnant (1992),1992.0,6
74,Soon E MC,Répugnant (1992),1992.0,6
75,Soon E MC,Wadchie wadcha (1992),1992.0,8
76,Soon E MC,Wadchie wadcha (1992),1992.0,8
77,Soon E MC,Wadchie wadcha (1992),1992.0,8
78,Soon E MC,Wadchie wadcha (1992),1992.0,8
79,Suprême NTM,Police,1993.0,11
80,Suprême NTM,Police,1993.0,12
81,Suprême NTM,Police,1993.0,12
82,Suprême NTM,Police,1993.0,6
83,Suprême NTM,Police,1993.0,6
84,IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,13
85,IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,13
86,IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,13
87,IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,13
88,IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,13
89,IAM,Je danse le mia,1993.0,13
90,IAM,Je danse le mia,1993.0,13
91,IAM,Je danse le mia,1993.0,13
92,IAM,Je danse le mia,1993.0,13
93,Suprême NTM,J’appuie sur la gâchette,1993.0,0
94,Suprême NTM,J’appuie sur la gâchette,1993.0,0
95,Suprême NTM,J’appuie sur la gâchette,1993.0,0
96,IAM,J’aurais pu croire,1993.0,6
97,IAM,J’aurais pu croire,1993.0,6
98,IAM,Le 7,1993.0,7
99,Suprême NTM,Qui paiera les dégâts ?,1993.0,6
100,Suprême NTM,Qui paiera les dégâts ?,1993.0,6
101,Suprême NTM,Qui paiera les dégâts ?,1993.0,9
102,Suprême NTM,Pour un nouveau massacre,1993.0,3
103,Suprême NTM,Pour un nouveau massacre,1993.0,3
104,Suprême NTM,Pour un nouveau massacre,1993.0,3
105,Suprême NTM,Pour un nouveau massacre,1993.0,3
106,Suprême NTM,De best,1993.0,3
107,Suprême NTM,De best,1993.0,3
108,Suprême NTM,De best,1993.0,2
109,Suprême NTM,De best,1993.0,3
110,Suprême NTM,De best,1993.0,3
111,Suprême NTM,Sur 24 pistes (Remix),1993.0,6
112,Suprême NTM,Sur 24 pistes (Remix),1993.0,3
113,Suprême NTM,Sur 24 pistes (Remix),1993.0,16
114,Suprême NTM,Sur 24 pistes (Remix),1993.0,3
115,Suprême NTM,Nouvelle école,1993.0,16
116,Suprême NTM,Plus rien ne va,1993.0,7
117,Suprême NTM,Juste pour le fun,1993.0,13
118,Suprême NTM,Juste pour le fun,1993.0,13
119,Suprême NTM,Juste pour le fun,1993.0,13
120,Suprême NTM,Prisonnier du passé,1993.0,7
121,Suprême NTM,Prisonnier du passé,1993.0,6
122,Suprême NTM,Prisonnier du passé,1993.0,7
123,Suprême NTM,En direct de Bujolvik,1993.0,6
124,Suprême NTM,La révolution du son,1993.0,3
125,Suprême NTM,La révolution du son,1993.0,3
126,Suprême NTM,La révolution du son,1993.0,3
127,Suprême NTM,La révolution du son,1993.0,3
128,IAM,Une femme seule,1993.0,14
129,IAM,Une femme seule,1993.0,14
130,IAM,Une femme seule,1993.0,14
131,IAM,Attentat II,1993.0,12
132,IAM,Attentat II,1993.0,2
133,IAM,Attentat II,1993.0,13
134,IAM,Attentat II,1993.0,16
135,IAM,Attentat II,1993.0,4
136,IAM,Attentat II,1993.0,16
137,IAM,Attentat II,1993.0,4
138,IAM,Attentat II,1993.0,16
139,IAM,Attentat II,1993.0,16
140,IAM,Le shit squad,1993.0,12
141,IAM,Le shit squad,1993.0,1
142,IAM,Le shit squad,1993.0,2
143,IAM,Le shit squad,1993.0,2
144,IAM,Cosmos,1993.0,7
145,IAM,Cosmos,1993.0,7
146,IAM,L’aimant,1993.0,15
147,IAM,L’aimant,1993.0,11
148,IAM,L’aimant,1993.0,9
149,IAM,Sachet blanc,1993.0,9
150,IAM,Sachet blanc,1993.0,11
151,IAM,Sachet blanc,1993.0,9
152,IAM,Le Feu,1993.0,13
153,IAM,Le Feu,1993.0,12
154,IAM,Le Feu,1993.0,13
155,IAM,Le Feu,1993.0,4
156,IAM,Pharaon Reviens,1993.0,7
157,IAM,Pharaon Reviens,1993.0,7
158,IAM,Pharaon Reviens,1993.0,7
159,IAM,Pharaon Reviens,1993.0,7
160,IAM,Où sont les roses ?,1993.0,7
161,IAM,Où sont les roses ?,1993.0,6
162,IAM,Un jour tu pleures un jour tu ris,1993.0,3
163,IAM,Un jour tu pleures un jour tu ris,1993.0,9
164,IAM,Un jour tu pleures un jour tu ris,1993.0,9
165,IAM,Le soldat,1993.0,7
166,IAM,Le soldat,1993.0,7
167,IAM,Le soldat,1993.0,7
168,IAM,Le repos c’est la santé,1993.0,13
169,IAM,Les je veux être,1993.0,4
170,IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,4
171,IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,2
172,IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,2
173,IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,2
174,IAM,Mars contre attaque,1993.0,12
175,IAM,Mars contre attaque,1993.0,6
176,IAM,Mars contre attaque,1993.0,6
177,IAM,Mars contre attaque,1993.0,6
178,IAM,Achevez-les,1993.0,4
179,IAM,Achevez-les,1993.0,3
180,IAM,Achevez-les,1993.0,18
181,IAM,Achevez-les,1993.0,4
182,IAM,Achevez-les,1993.0,6
183,IAM,Achevez-les,1993.0,3
184,IAM,Achevez-les,1993.0,16
185,IAM,Le dragon sommeille,1993.0,7
186,IAM,Le dragon sommeille,1993.0,7
187,IAM,Le dragon sommeille,1993.0,7
188,IAM,Le dragon sommeille,1993.0,7
189,IAM,Je lâche la meute,1993.0,12
190,IAM,Je lâche la meute,1993.0,3
191,IAM,Je lâche la meute,1993.0,11
192,IAM,Je lâche la meute,1993.0,16
193,IAM,La mousse à Riton,1993.0,13
194,IAM,Bang bang,1993.0,1
195,IAM,Bang bang,1993.0,1
196,IAM,Bang bang,1993.0,11
197,IAM,La méthode Marsimil,1993.0,13
198,IAM,Achevez-moi,1993.0,0
199,IAM,Fugitif,1993.0,9
200,IAM,Fugitif,1993.0,9
201,IAM,Fugitif,1993.0,9
202,IAM,Fizdou,1993.0,3
203,IAM,Fizdou,1993.0,16
204,IAM,Fizdou,1993.0,16
205,IAM,Le rétor de Malek Sultan,1993.0,3
206,IAM,Laissez-nous danser,1993.0,7
207,IAM,Laissez-nous danser,1993.0,6
208,IAM,Guinche le style,1993.0,3
209,IAM,Guinche le style,1993.0,3
210,IAM,Guinche le style,1993.0,7
211,IAM,Guinche le style,1993.0,3
212,IAM,Le slow de lai t’es,1993.0,5
213,Les Sages Poètes de la Rue,La rue,1993.0,12
214,Les Sages Poètes de la Rue,La rue,1993.0,11
215,Les Sages Poètes de la Rue,La rue,1993.0,11
216,MC Solaar,Et Dieu créa l’Homme,1993.0,7
217,MC Solaar,Et Dieu créa l’Homme,1993.0,7
218,MC Solaar,Et Dieu créa l’Homme,1993.0,7
219,Assassin (FRA),L’Histoire Suit Son Cours,1993.0,6
220,Assassin (FRA),L’Histoire Suit Son Cours,1993.0,5
221,Assassin (FRA),L’Histoire Suit Son Cours,1993.0,6
222,Assassin (FRA),L’Histoire Suit Son Cours,1993.0,6
223,Assassin (FRA),L’Histoire Suit Son Cours,1993.0,6
224,Assassin (FRA),L’Histoire Suit Son Cours (Ruff Mix),1993.0,6
225,Ménélik,Un petit rien de Jazz,1993.0,3
226,Ménélik,Un petit rien de Jazz,1993.0,3
227,Ménélik,Un petit rien de Jazz,1993.0,3
228,Ménélik,Un petit rien de Jazz,1993.0,3
229,Soon E MC,500 one for all,1993.0,4
230,Soon E MC,500 one for all,1993.0,9
231,Soon E MC,500 one for all,1993.0,16
232,Soon E MC,500 one for all,1993.0,3
233,Soon E MC,500 one for all,1993.0,3
234,Soon E MC,500 one for all,1993.0,3
235,Soon E MC,500 one for all,1993.0,3
236,Soon E MC,500 one for all,1993.0,16
237,Soon E MC,Sur le boulevard du rythm’funky,1993.0,3
238,Soon E MC,Sur le boulevard du rythm’funky,1993.0,3
239,Soon E MC,Sur le boulevard du rythm’funky,1993.0,4
240,Soon E MC,Au nom des miens,1993.0,10
241,Soon E MC,Au nom des miens,1993.0,13
242,Soon E MC,Au nom des miens,1993.0,7
243,Soon E MC,Au nom des miens,1993.0,13
244,Soon E MC,Au nom des miens,1993.0,6
245,Soon E MC,Au nom des miens,1993.0,13
246,Soon E MC,Élucider ce mystère,1993.0,0
247,Soon E MC,Élucider ce mystère,1993.0,0
248,Soon E MC,Élucider ce mystère,1993.0,0
249,Soon E MC,Élucider ce mystère,1993.0,7
250,Soon E MC,O.P.I.D,1993.0,0
251,Soon E MC,O.P.I.D,1993.0,0
252,Soon E MC,O.P.I.D,1993.0,0
253,Soon E MC,O.P.I.D,1993.0,0
254,Soon E MC,Sa motivation,1993.0,9
255,Soon E MC,Sa motivation,1993.0,9
256,Soon E MC,Sa motivation,1993.0,9
257,Soon E MC,Sa motivation,1993.0,17
258,Soon E MC,Sa motivation,1993.0,9
259,Soon E MC,Répugnant,1993.0,6
260,Soon E MC,Répugnant,1993.0,6
261,Soon E MC,"Abattu “à mort, à tort”",1993.0,6
262,Soon E MC,"Abattu “à mort, à tort”",1993.0,16
263,Soon E MC,"Abattu “à mort, à tort”",1993.0,6
264,Soon E MC,Combattre c’est être,1993.0,7
265,Soon E MC,Combattre c’est être,1993.0,7
266,Soon E MC,Rap jazz soul,1993.0,3
267,Soon E MC,Rap jazz soul,1993.0,3
268,Soon E MC,Rap jazz soul,1993.0,7
269,Soon E MC,Rap jazz soul,1993.0,7
270,Soon E MC,Wadchie wadcha,1993.0,9
271,Soon E MC,Wadchie wadcha,1993.0,8
272,Soon E MC,Wadchie wadcha,1993.0,8
273,Soon E MC,Wadchie wadcha,1993.0,8
274,Soon E MC,Quelque chose qui cloche,1993.0,7
275,Soon E MC,Point de vue...,1993.0,6
276,Soon E MC,Eh... à bientôt...,1993.0,0
277,Soon E MC,Sème monsieur lution,1993.0,7
278,MC Solaar,La concubine de l’hémoglobine,1994.0,7
279,MC Solaar,La concubine de l’hémoglobine,1994.0,7
280,MC Solaar,Obsolète,1994.0,16
281,MC Solaar,Sequelles,1994.0,5
282,MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,3
283,MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,3
284,MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,3
285,MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,3
286,MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,3
287,Ministère A.M.E.R.,Plus vite que les balles,1994.0,1
288,Ministère A.M.E.R.,Plus vite que les balles,1994.0,1
289,Ministère A.M.E.R.,Plus vite que les balles,1994.0,12
290,Ministère A.M.E.R.,Plus vite que les balles,1994.0,16
291,MC Solaar,A La Claire Fontaine,1994.0,16
292,MC Solaar,Prose Combat,1994.0,3
293,IAM,Reste Underground,1994.0,3
294,IAM,Reste Underground,1994.0,3
295,IAM,Reste Underground,1994.0,3
296,IAM,Reste Underground,1994.0,9
297,IAM,Reste Underground,1994.0,3
298,IAM,Ombre est lumière,1994.0,7
299,IAM,Ombre est lumière,1994.0,7
300,IAM,La mort n’est pas une fin,1994.0,0
301,IAM,La mort n’est pas une fin,1994.0,0
302,IAM,La mort n’est pas une fin,1994.0,0
303,IAM,La mort n’est pas une fin,1994.0,0
304,IAM,Le Feu (Prodigal Edit),1994.0,12
305,IAM,Le Feu (Prodigal Edit),1994.0,12
306,IAM,Le Feu (Prodigal Edit),1994.0,12
307,IAM,Le Feu (Prodigal Edit),1994.0,16
308,IAM,Le Feu (Prodigal Edit),1994.0,12
309,La Cliqua,Exercice de style,1994.0,1
310,La Cliqua,Exercice de style,1994.0,3
311,La Cliqua,Exercice de style,1994.0,3
312,La Cliqua,Exercice de style,1994.0,4
313,La Cliqua,Exercice de style,1994.0,3
314,Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,4
315,Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,12
316,Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,3
317,Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,11
318,Ministère A.M.E.R.,Autopsie,1994.0,4
319,Ministère A.M.E.R.,Autopsie,1994.0,3
320,Ministère A.M.E.R.,Autopsie,1994.0,1
321,Ministère A.M.E.R.,Un été à la cité,1994.0,17
322,Ministère A.M.E.R.,Un été à la cité,1994.0,17
323,Ministère A.M.E.R.,Flirte avec le meurtre,1994.0,12
324,Ministère A.M.E.R.,Flirte avec le meurtre,1994.0,12
325,Ministère A.M.E.R.,Brigitte femme 2...,1994.0,6
326,Ministère A.M.E.R.,Brigitte femme 2...,1994.0,6
327,Ministère A.M.E.R.,Brigitte femme 2...,1994.0,13
328,Ministère A.M.E.R.,J’ai fait un rêve,1994.0,9
329,Ministère A.M.E.R.,Nègres de la pègre,1994.0,18
330,Ministère A.M.E.R.,Nègres de la pègre,1994.0,18
331,Ministère A.M.E.R.,Nègres de la pègre,1994.0,18
332,Ministère A.M.E.R.,Pas venus en touriste,1994.0,18
333,Ministère A.M.E.R.,Pas venus en touriste,1994.0,18
334,Ministère A.M.E.R.,Prélude au réveil,1994.0,6
335,Ministère A.M.E.R.,Paradis,1994.0,12
336,Ministère A.M.E.R.,Les cloches du diable,1994.0,6
337,Ministère A.M.E.R.,Les cloches du diable,1994.0,7
338,Ministère A.M.E.R.,Chap II Acte 20,1994.0,1
339,Les Sages Poètes de la Rue,Freestyle n°1,1994.0,3
340,Fabe,Je N’Aime Pas,1994.0,0
341,Fabe,Je N’Aime Pas,1994.0,12
342,Démocrates D,Onze 44,1994.0,3
343,Démocrates D,Onze 44,1994.0,0
344,Démocrates D,Onze 44,1994.0,8
345,Démocrates D,Onze 44,1994.0,8
346,Démocrates D,Onze 44,1994.0,6
347,Démocrates D,Onze 44,1994.0,8
348,Démocrates D,Onze 44,1994.0,3
349,Démocrates D,Onze 44,1994.0,18
350,Démocrates D,Onze 44,1994.0,10
351,Démocrates D,Onze 44,1994.0,7
352,Démocrates D,Onze 44,1994.0,6
353,Démocrates D,Onze 44,1994.0,12
354,MC Solaar,Devotion,1994.0,10
355,MC Solaar,Superstarr,1994.0,3
356,MC Solaar,Temps Mort,1994.0,16
357,MC Solaar,Le Freestyle d’obsolète,1994.0,11
358,MC Solaar,Le Freestyle d’obsolète,1994.0,3
359,MC Solaar,Le Freestyle d’obsolète,1994.0,11
360,MC Solaar,Le Freestyle d’obsolète,1994.0,7
361,MC Solaar,Le Freestyle d’obsolète,1994.0,3
362,MC Solaar,Le Freestyle d’obsolète,1994.0,7
363,MC Solaar,Le Freestyle d’obsolète,1994.0,16
364,MC Solaar,Dieu ait son âme,1994.0,0
365,MC Solaar,La fin justifie les moyens,1994.0,16
366,MC Solaar,La fin justifie les moyens,1994.0,15
367,MC Solaar,La fin justifie les moyens,1994.0,6
368,MC Solaar,Relations Humaines,1994.0,16
369,MC Solaar,Relations Humaines,1994.0,3
370,MC Solaar,A dix de mes disciples,1994.0,3
371,MC Solaar,A dix de mes disciples,1994.0,3
372,MC Solaar,A dix de mes disciples,1994.0,4
373,MC Solaar,Zigzag de l’aisé,1994.0,6
374,MC Solaar,Zigzag de l’aisé,1994.0,1
375,MC Solaar,Zigzag de l’aisé,1994.0,12
376,MC Solaar,Sentinel Nord,1994.0,12
377,MC Solaar,Sentinel Nord,1994.0,6
378,MC Solaar,Sentinel Nord,1994.0,6
379,Saliha,Derrière la porte,1994.0,5
380,Saliha,Derrière la porte,1994.0,5
381,Saliha,Derrière la porte,1994.0,5
382,Saliha,Derrière la porte,1994.0,7
383,Saliha,Derrière la porte,1994.0,14
384,Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,5
385,Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,14
386,Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,14
387,Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,14
388,Sté Strausz,Née gangsta,1994.0,11
389,Sté Strausz,Née gangsta,1994.0,11
390,Sté Strausz,Née gangsta,1994.0,11
391,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,0
392,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,12
393,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,9
394,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,12
395,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,12
396,Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,12
397,Suprême NTM,La fièvre,1995.0,17
398,Suprême NTM,La fièvre,1995.0,15
399,Suprême NTM,La fièvre,1995.0,17
400,Suprême NTM,La fièvre,1995.0,15
401,Ministère A.M.E.R.,Sacrifice de poulets,1995.0,6
402,Ministère A.M.E.R.,Sacrifice de poulets,1995.0,6
403,Suprême NTM,Tout n’est pas si facile,1995.0,3
404,Suprême NTM,Tout n’est pas si facile,1995.0,0
405,Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,9
406,Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,10
407,Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,10
408,Lunatic,Cash Flow,1995.0,8
409,Lunatic,Cash Flow,1995.0,8
410,Lunatic,Cash Flow,1995.0,2
411,Lunatic,Cash Flow,1995.0,8
412,Lunatic,Cash Flow,1995.0,8
413,Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,6
414,Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,0
415,Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,6
416,Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,6
417,Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,0
418,Suprême NTM,Pass pass le oinj’,1995.0,2
419,Suprême NTM,Pass pass le oinj’,1995.0,13
420,Suprême NTM,Pass pass le oinj’,1995.0,8
421,Suprême NTM,Pass pass le oinj’,1995.0,2
422,Suprême NTM,Pass pass le oinj’,1995.0,13
423,Assassin (FRA),L’État assassine,1995.0,6
424,Assassin (FRA),L’État assassine,1995.0,12
425,Assassin (FRA),L’État assassine,1995.0,6
426,Suprême NTM,Paris sous les bombes,1995.0,3
427,Suprême NTM,Paris sous les bombes,1995.0,0
428,Suprême NTM,Paris sous les bombes,1995.0,6
429,Suprême NTM,Paris sous les bombes,1995.0,0
430,Suprême NTM,Paris sous les bombes,1995.0,12
431,Akhenaton,J’ai pas de face,1995.0,4
432,Akhenaton,J’ai pas de face,1995.0,3
433,Akhenaton,J’ai pas de face,1995.0,3
434,Akhenaton,La Cosca,1995.0,6
435,Akhenaton,La Cosca,1995.0,11
436,Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,16
437,Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,3
438,Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,16
439,Akhenaton,Bad Boys de Marseille,1995.0,1
440,Akhenaton,Bad Boys de Marseille,1995.0,12
441,Akhenaton,Bad Boys de Marseille,1995.0,3
442,Akhenaton,Bad Boys de Marseille,1995.0,12
443,Akhenaton,La face B,1995.0,3
444,Akhenaton,La face B,1995.0,3
445,Akhenaton,La face B,1995.0,11
446,Akhenaton,La face B,1995.0,16
447,Ménélik,Tout baigne,1995.0,0
448,Ménélik,Tout baigne,1995.0,11
449,Ménélik,Tout baigne,1995.0,11
450,Suprême NTM,Plus jamais ça,1995.0,6
451,Suprême NTM,Plus jamais ça,1995.0,6
452,Suprême NTM,Plus jamais ça,1995.0,6
453,Suprême NTM,Plus jamais ça,1995.0,6
454,Suprême NTM,Plus jamais ça,1995.0,6
455,Démocrates D,Le crime,1995.0,9
456,Démocrates D,Le crime,1995.0,16
457,Démocrates D,Le crime,1995.0,11
458,Akhenaton,Prométhée,1995.0,7
459,Akhenaton,Prométhée,1995.0,7
460,Akhenaton,Prométhée,1995.0,7
461,Raggasonic,Bleu Blanc Rouge,1995.0,5
462,Raggasonic,Bleu Blanc Rouge,1995.0,6
463,Raggasonic,Bleu Blanc Rouge,1995.0,4
464,Raggasonic,Bleu Blanc Rouge,1995.0,6
465,Raggasonic,Bleu Blanc Rouge,1995.0,11
466,Daddy Lord C,Freaky Flow 1995 Remix,1995.0,15
467,Daddy Lord C,Freaky Flow 1995 Remix,1995.0,15
468,Daddy Lord C,Freaky Flow 1995 Remix,1995.0,3
469,Akhenaton,Au fin fond d’une contrée...,1995.0,0
470,Akhenaton,Au fin fond d’une contrée...,1995.0,0
471,Akhenaton,Au fin fond d’une contrée...,1995.0,0
472,Akhenaton,Métèque et mat,1995.0,6
473,Akhenaton,Métèque et mat,1995.0,12
474,Akhenaton,Métèque et mat,1995.0,6
475,Akhenaton,Métèque et mat,1995.0,6
476,Raggasonic,Aiguisé comme une lame,1995.0,4
477,Raggasonic,Aiguisé comme une lame,1995.0,3
478,Raggasonic,Aiguisé comme une lame,1995.0,4
479,Raggasonic,Aiguisé comme une lame,1995.0,3
480,Raggasonic,Aiguisé comme une lame,1995.0,16
481,Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,12
482,Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,18
483,Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,9
484,Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,3
485,Akhenaton,L’Americano,1995.0,6
486,Akhenaton,L’Americano,1995.0,6
487,Akhenaton,L’Americano,1995.0,2
488,Akhenaton,Je suis peut-être...,1995.0,4
489,Akhenaton,Je suis peut-être...,1995.0,16
490,Akhenaton,Je suis peut-être...,1995.0,16
491,Akhenaton,Je suis peut-être...,1995.0,15
492,IAM,La 25ème Image,1995.0,6
493,IAM,La 25ème Image,1995.0,11
494,Akhenaton,Un brin de haine,1995.0,6
495,Akhenaton,Un brin de haine,1995.0,6
496,Akhenaton,Un brin de haine,1995.0,11
497,Expression Direkt,Dealer pour survivre,1995.0,11
498,Expression Direkt,Dealer pour survivre,1995.0,11
499,Expression Direkt,Dealer pour survivre,1995.0,11
500,Expression Direkt,Dealer pour survivre,1995.0,9
501,Suprême NTM,Popopop !!,1995.0,3
502,Suprême NTM,Popopop !!,1995.0,3
503,Suprême NTM,Popopop !!,1995.0,3
504,Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,3
505,Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,3
506,Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,3
507,Suprême NTM,Le rêve,1995.0,4
508,Suprême NTM,Le rêve,1995.0,0
509,Suprême NTM,Le rêve,1995.0,17
510,Suprême NTM,Le rêve,1995.0,0
511,Suprême NTM,Le rêve,1995.0,0
512,Suprême NTM,Est-ce la vie ou moi ?,1995.0,9
513,Suprême NTM,Est-ce la vie ou moi ?,1995.0,0
514,Suprême NTM,Est-ce la vie ou moi ?,1995.0,0
515,Suprême NTM,Check the flow,1995.0,3
516,Suprême NTM,Check the flow,1995.0,3
517,Suprême NTM,Check the flow,1995.0,3
518,Suprême NTM,Nouvelle école (version longue),1995.0,3
519,Suprême NTM,Nouvelle école (version longue),1995.0,3
520,Suprême NTM,Nouvelle école (version longue),1995.0,10
521,Suprême NTM,Nouvelle école (version longue),1995.0,15
