original_index,artist,title,year,topic
2527,Fabe,Tu peux pas t’tromper,1998.0,6
2528,Fabe,Tu peux pas t’tromper,1998.0,14
2529,Fabe,Le soir,1998.0,3
2530,Fabe,Le soir,1998.0,0
2531,Fabe,Le soir,1998.0,0
2532,Fabe,Quoi qu’t’en dises,1998.0,16
2533,Fabe,Quoi qu’t’en dises,1998.0,0
2534,Fabe,Quoi qu’t’en dises,1998.0,0
2535,Fabe,"Superstars, superhéros",1998.0,0
2536,Fabe,"Superstars, superhéros",1998.0,16
2537,Fabe,"Superstars, superhéros",1998.0,16
2538,Fabe,"Superstars, superhéros",1998.0,1
2539,Fabe,Intro - Détournement de son,1998.0,12
2540,Fabe,Radio Freestyle Radio Grenoble Chacun Sa Bande,1998.0,3
2541,Fabe,Radio Freestyle Radio Grenoble Chacun Sa Bande,1998.0,6
2542,Hamed Däye,Independance Daye,1998.0,6
2543,Hamed Däye,Independance Daye,1998.0,6
2544,Hamed Däye,Independance Daye,1998.0,6
2545,Def Bond,0013,1998.0,16
2546,Def Bond,0013,1998.0,0
2547,Def Bond,0013,1998.0,3
2548,Doc Gynéco,Dangereuse liaison,1998.0,6
2549,Doc Gynéco,Dangereuse liaison,1998.0,3
2550,Doc Gynéco,Hexagonal,1998.0,12
2551,Doc Gynéco,Hexagonal,1998.0,3
2552,Doc Gynéco,Hexagonal,1998.0,6
2553,Doc Gynéco,Dans ma ruche,1998.0,12
2554,Doc Gynéco,Dans ma ruche,1998.0,11
2555,Doc Gynéco,Dans ma ruche,1998.0,11
2556,Doc Gynéco,Les même droits,1998.0,6
2557,Doc Gynéco,Les même droits,1998.0,6
2558,Doc Gynéco,Les même droits,1998.0,6
2559,Doc Gynéco,Les même droits,1998.0,6
2560,Doc Gynéco,Les même droits,1998.0,6
2561,Faf Larage,Le destin n’a pas de roi,1998.0,9
2562,Faf Larage,Le destin n’a pas de roi,1998.0,0
2563,Faf Larage,Le destin n’a pas de roi,1998.0,9
2564,Faf Larage,Le destin n’a pas de roi,1998.0,9
2565,Faf Larage,Le destin n’a pas de roi,1998.0,0
2566,Faf Larage,Faf A La Rage,1998.0,6
2567,Faf Larage,Faf A La Rage,1998.0,6
2568,Faf Larage,Faf A La Rage,1998.0,6
2569,Faf Larage,Faf A La Rage,1998.0,12
2570,K-Rhyme Le Roi,La pression,1998.0,14
2571,K-Rhyme Le Roi,La pression,1998.0,3
2572,K-Rhyme Le Roi,La pression,1998.0,3
2573,K-Rhyme Le Roi,Démon,1998.0,10
2574,K-Rhyme Le Roi,Démon,1998.0,9
2575,K-Rhyme Le Roi,Démon,1998.0,7
2576,K-Rhyme Le Roi,Démon,1998.0,7
2577,Manu Key,Nettoyage,1998.0,4
2578,Manu Key,Nettoyage,1998.0,6
2579,Manu Key,Nettoyage,1998.0,4
2580,Manu Key,Nettoyage,1998.0,4
2581,Manu Key,Nettoyage,1998.0,4
2582,Manu Key,Dans nos têtes et dans nos cœurs,1998.0,2
2583,Manu Key,Dans nos têtes et dans nos cœurs,1998.0,0
2584,Manu Key,Dans nos têtes et dans nos cœurs,1998.0,6
2585,Manu Key,Derniers mots,1998.0,14
2586,Manu Key,Derniers mots,1998.0,14
2587,Manu Key,Très peu d’amis,1998.0,10
2588,Manu Key,Très peu d’amis,1998.0,14
2589,Manu Key,Très peu d’amis,1998.0,16
2590,Manu Key,Très peu d’amis,1998.0,14
2591,Manu Key,J’ai rien promis,1998.0,9
2592,Manu Key,J’ai rien promis,1998.0,7
2593,Manu Key,J’ai rien promis,1998.0,6
2594,Manu Key,J’ai rien promis,1998.0,6
2595,Manu Key,Triomphe,1998.0,3
2596,Manu Key,Triomphe,1998.0,3
2597,Manu Key,Triomphe,1998.0,3
2598,Manu Key,Triomphe,1998.0,12
2599,Manu Key,Mon pote et moi (Zoxea remix 98'),1998.0,3
2600,Manu Key,Triste point en commun,1998.0,9
2601,Manu Key,Triste point en commun,1998.0,14
2602,Manu Key,Triste point en commun,1998.0,7
2603,Manu Key,Triste point en commun,1998.0,6
2604,Manu Key,Si tu savais,1998.0,9
2605,Manu Key,Si tu savais,1998.0,14
2606,Manu Key,Si tu savais,1998.0,16
2607,Manu Key,Summer,1998.0,0
2608,Manu Key,Summer,1998.0,6
2609,Manu Key,Summer,1998.0,7
2610,Manu Key,Summer,1998.0,7
2611,Manu Key,Summer,1998.0,2
2612,Manu Key,Laisse mon flow,1998.0,3
2613,Manu Key,Laisse mon flow,1998.0,3
2614,Manu Key,Laisse mon flow,1998.0,3
2615,Manu Key,M.I.C. solo 1,1998.0,3
2616,Manu Key,M.I.C. solo 2,1998.0,3
2617,Manu Key,Outro,1998.0,9
2618,Beat de Boul,Beat 2 Boul’ cha,1998.0,3
2619,Beat de Boul,Beat 2 Boul’ cha,1998.0,10
2620,Beat de Boul,Beat 2 Boul’ cha,1998.0,16
2621,Beat de Boul,Beat 2 Boul’ cha,1998.0,16
2622,Beat de Boul,Beat 2 Boul’ cha,1998.0,3
2623,Beat de Boul,Dans la party,1998.0,3
2624,Beat de Boul,Dans la party,1998.0,3
2625,Beat de Boul,De Boulogne à Kenor-You,1998.0,4
2626,Beat de Boul,De Boulogne à Kenor-You,1998.0,4
2627,Beat de Boul,De Boulogne à Kenor-You,1998.0,3
2628,Carré rouge,Vie infecte,1998.0,1
2629,Carré rouge,Vie infecte,1998.0,9
2630,Carré rouge,Vie infecte,1998.0,11
2631,Fabulous Trobadors,Omelette Au Pastis,1998.0,12
2632,Fabulous Trobadors,Omelette Au Pastis,1998.0,16
2633,Kabal,Masquarade,1998.0,0
2634,Kabal,Masquarade,1998.0,7
2635,Kabal,Hostile,1998.0,6
2636,Kabal,Hostile,1998.0,7
2637,Kabal,Hostile,1998.0,7
2638,Kabal,Hostile,1998.0,7
2639,Kabal,Hostile,1998.0,7
2640,Kabal,Hostile,1998.0,6
2641,Kabal,Juvénicide,1998.0,6
2642,Kabal,Juvénicide,1998.0,6
2643,Kabal,Juvénicide,1998.0,6
2644,Kabal,Juvénicide,1998.0,7
2645,KDD,L’organisation,1998.0,12
2646,KDD,L’organisation,1998.0,13
2647,KDD,L’organisation,1998.0,16
2648,KDD,L’organisation,1998.0,6
2649,KDD,Zone Rouge,1998.0,6
2650,KDD,Zone Rouge,1998.0,12
2651,KDD,Zone Rouge,1998.0,12
2652,KDD,Zone Rouge,1998.0,12
2653,KDD,Zone Rouge,1998.0,12
2654,Less’ du Neuf,Il pleut sur ma ville,1998.0,0
2655,Less’ du Neuf,Il pleut sur ma ville,1998.0,0
2656,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2657,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2658,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2659,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,12
2660,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,12
2661,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2662,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2663,Mafia K’1 Fry,K’1 Fry invasion (Remix),1998.0,3
2664,Mafia K’1 Fry,On débarque...,1998.0,4
2665,Mafia K’1 Fry,On débarque...,1998.0,4
2666,Mafia K’1 Fry,On débarque...,1998.0,6
2667,Mafia K’1 Fry,On débarque...,1998.0,3
2668,Mafia K’1 Fry,On débarque...,1998.0,3
2669,Mafia K’1 Fry,On débarque...,1998.0,3
2670,Mafia K’1 Fry,On débarque...,1998.0,3
2671,Mafia K’1 Fry,On débarque...,1998.0,3
2672,Mafia K’1 Fry,On débarque...,1998.0,3
2673,Mafia K’1 Fry,On débarque...,1998.0,3
2674,Mafia K’1 Fry,On débarque...,1998.0,3
2675,Mafia K’1 Fry,On débarque...,1998.0,3
2676,Mafia K’1 Fry,On débarque...,1998.0,3
2677,Mafia K’1 Fry,Traîner la nuit,1998.0,12
2678,Mafia K’1 Fry,Traîner la nuit,1998.0,12
2679,Mafia K’1 Fry,Traîner la nuit,1998.0,6
2680,Mafia K’1 Fry,Traîner la nuit,1998.0,11
2681,Mafia K’1 Fry,Traîner la nuit,1998.0,12
2682,Mafia K’1 Fry,Rêves perdus,1998.0,0
2683,Mafia K’1 Fry,Rêves perdus,1998.0,9
2684,Mafia K’1 Fry,Je désole mes parents,1998.0,6
2685,Mafia K’1 Fry,Je désole mes parents,1998.0,6
2686,Mafia K’1 Fry,Je désole mes parents,1998.0,6
2687,Mafia K’1 Fry,Je désole mes parents,1998.0,9
2688,Mafia K’1 Fry,Je désole mes parents,1998.0,6
2689,Mafia K’1 Fry,Je désole mes parents,1998.0,6
2690,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2691,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2692,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2693,Mafia K’1 Fry,K’1 Fry invasion,1998.0,12
2694,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2695,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2696,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2697,Mafia K’1 Fry,K’1 Fry invasion,1998.0,3
2698,Mafia K’1 Fry,Nouvel impact,1998.0,3
2699,Mafia K’1 Fry,Nouvel impact,1998.0,3
2700,Mafia K’1 Fry,Nouvel impact,1998.0,12
2701,Mafia K’1 Fry,Nouvel impact,1998.0,3
2702,Mafia K’1 Fry,Nouvel impact,1998.0,3
2703,Mafia K’1 Fry,Nouvel impact,1998.0,3
2704,Mafia K’1 Fry,Si tu nous demandais,1998.0,6
2705,Mafia K’1 Fry,Si tu nous demandais,1998.0,6
2706,Mafia K’1 Fry,Si tu nous demandais,1998.0,9
2707,Mafia K’1 Fry,Si tu nous demandais,1998.0,6
2708,La Mixture,Le dos au mur,1998.0,6
2709,La Mixture,Le dos au mur,1998.0,0
2710,La Mixture,Le dos au mur,1998.0,6
2711,La Mixture,Le dos au mur,1998.0,16
2712,Ness & Cité,Changer l’ambiance,1998.0,3
2713,Ness & Cité,Changer l’ambiance,1998.0,3
2714,Ness & Cité,Changer l’ambiance,1998.0,6
2715,Ness & Cité,Changer l’ambiance,1998.0,12
2716,Ness & Cité,Changer l’ambiance,1998.0,6
2717,Psykopat,Bad Tripeuzzz,1998.0,3
2718,Psykopat,Bad Tripeuzzz,1998.0,16
2719,Psykopat,Bad Tripeuzzz,1998.0,3
2720,La Rumeur,On m’a demandé d’oublier,1998.0,6
2721,La Rumeur,On m’a demandé d’oublier,1998.0,6
2722,La Rumeur,On m’a demandé d’oublier,1998.0,6
2723,La Rumeur,Le hors-piste,1998.0,7
2724,La Rumeur,Le pire,1998.0,6
2725,La Rumeur,Le pire,1998.0,16
2726,La Rumeur,Les perdants ont une voix,1998.0,11
2727,La Rumeur,Les perdants ont une voix,1998.0,16
2728,La Rumeur,Les perdants ont une voix,1998.0,7
2729,La Rumeur,Les perdants ont une voix,1998.0,7
2730,La Rumeur,Plus que ça à faire,1998.0,16
2731,La Rumeur,Plus que ça à faire,1998.0,6
2732,La Rumeur,Plus que ça à faire,1998.0,9
2733,La Rumeur,Plus que ça à faire,1998.0,6
2734,Svinkels,C-Real Killer [Munich 1999],1998.0,4
2735,Svinkels,C-Real Killer [Munich 1999],1998.0,16
2736,Svinkels,C-Real Killer [Munich 1999],1998.0,17
2737,Svinkels,C-Real Killer [Munich 1999],1998.0,13
2738,Svinkels,C-Real Killer [Munich 1999],1998.0,13
2739,Svinkels,Cereal Killer,1998.0,4
2740,Svinkels,Cereal Killer,1998.0,17
2741,Svinkels,Cereal Killer,1998.0,17
2742,Svinkels,Cereal Killer,1998.0,13
2743,Svinkels,J’pète quand j’crache,1998.0,4
2744,Svinkels,J’pète quand j’crache,1998.0,4
2745,Svinkels,J’pète quand j’crache,1998.0,4
2746,Svinkels,J’pète quand j’crache,1998.0,4
2747,Svinkels,J’pète quand j’crache,1998.0,4
2748,Svinkels,Skunk Funk,1998.0,2
2749,Svinkels,Skunk Funk,1998.0,2
2750,Svinkels,Skunk Funk,1998.0,2
2751,Svinkels,Skunk Funk,1998.0,2
2752,Svinkels,Skunk Funk,1998.0,2
2753,Svinkels,Skunk Funk,1998.0,2
2754,Svinkels,L’Odeur,1998.0,4
2755,Svinkels,L’Odeur,1998.0,16
2756,Svinkels,L’Odeur,1998.0,10
2757,Svinkels,L’Odeur,1998.0,4
2758,Svinkels,L’Odeur,1998.0,4
2759,Svinkels,L’Odeur,1998.0,4
2760,Svinkels,L’Odeur,1998.0,4
2761,Svinkels,L’Odeur,1998.0,4
2762,Svinkels,L’Odeur,1998.0,4
2763,Svinkels,Juste fais là !,1998.0,4
2764,Svinkels,Juste fais là !,1998.0,13
2765,Svinkels,Juste fais là !,1998.0,4
2766,Svinkels,Alka Seltzer [2005],1998.0,17
2767,Svinkels,Alka Seltzer [2005],1998.0,17
2768,Svinkels,Alka Seltzer [2005],1998.0,17
2769,Svinkels,Alka Seltzer [2005],1998.0,17
2770,Svinkels,Le Métro,1998.0,11
2771,Svinkels,Le Métro,1998.0,11
2772,Svinkels,Raid Def Jam,1998.0,3
2773,Svinkels,Raid Def Jam,1998.0,3
2774,Svinkels,Raid Def Jam,1998.0,16
2775,Svinkels,Raid Def Jam,1998.0,3
2776,Svinkels,Raid Def Jam,1998.0,3
2777,Svinkels,Alka setzer,1998.0,17
2778,Svinkels,Alka setzer,1998.0,17
2779,Svinkels,Alka setzer,1998.0,17
2780,Svinkels,Alka setzer,1998.0,17
2781,Svinkels,Raid Def Jam [Original],1998.0,3
2782,Svinkels,Raid Def Jam [Original],1998.0,3
2783,Svinkels,Raid Def Jam [Original],1998.0,6
2784,Svinkels,Raid Def Jam [Original],1998.0,3
2785,Svinkels,Raid Def Jam [Original],1998.0,4
2786,Svinkels,Raid Def Jam [Original],1998.0,3
2787,Svinkels,Raid Def Jam [Original],1998.0,3
2788,Triptik,La cavalcade,1998.0,16
2789,Triptik,Triptik (Oïkatotshiba),1998.0,3
2790,Triptik,Nouveau Visage,1998.0,6
2791,Triptik,Nouveau Visage,1998.0,6
2792,X-Men,One one one,1998.0,2
2793,X-Men,One one one,1998.0,2
2794,X-Men,One one one,1998.0,2
2795,X-Men,One one one,1998.0,2
2796,X-Men,One one one,1998.0,2
2797,X-Men,Presque plus de larmes,1998.0,9
2798,X-Men,Presque plus de larmes,1998.0,11
2799,X-Men,Presque plus de larmes,1998.0,3
2800,X-Men,Presque plus de larmes,1998.0,11
2801,X-Men,Dieu a béni mon clan,1998.0,16
2802,X-Men,Oublie le come back,1998.0,11
2803,X-Men,Oublie le come back,1998.0,16
2804,X-Men,Bla Bla Bla,1998.0,10
2805,X-Men,Bla Bla Bla,1998.0,2
2806,X-Men,Bla Bla Bla,1998.0,3
2807,X-Men,Bla Bla Bla,1998.0,18
2808,X-Men,Casse La Baraque,1998.0,4
2809,X-Men,Casse La Baraque,1998.0,3
2810,X-Men,Même les meufs escroquent,1998.0,15
2811,X-Men,Même les meufs escroquent,1998.0,15
2812,X-Men,Même les meufs escroquent,1998.0,13
2813,X-Men,Tu veux savoir c’qu’on a?,1998.0,17
2814,X-Men,Tu veux savoir c’qu’on a?,1998.0,4
2815,X-Men,Laisse Les Bons Briller,1998.0,9
2816,X-Men,Laisse Les Bons Briller,1998.0,17
2817,X-Men,Laisse Les Bons Briller,1998.0,3
2818,X-Men,Laisse Les Bons Briller,1998.0,16
2819,X-Men,Laisse Les Bons Briller,1998.0,18
2820,X-Men,Laisse Les Bons Briller,1998.0,8
2821,X-Men,Style de vie,1998.0,4
2822,X-Men,Style de vie,1998.0,11
2823,X-Men,Style de vie,1998.0,9
2824,X-Men,Style de vie,1998.0,11
2825,X-Men,Style de vie,1998.0,11
2826,X-Men,50-50,1998.0,3
2827,X-Men,50-50,1998.0,8
2828,X-Men,50-50,1998.0,1
2829,X-Men,50-50,1998.0,17
2830,X-Men,Mon micro est trop chaud,1998.0,11
2831,X-Men,Mon micro est trop chaud,1998.0,1
2832,X-Men,Mon micro est trop chaud,1998.0,8
2833,MC Solaar,Message de l’ange,1998.0,7
2834,MC Solaar,Message de l’ange,1998.0,11
2835,MC Solaar,Message de l’ange,1998.0,1
2836,MC Solaar,L’argent ne fait pas le bonheur,1998.0,2
2837,MC Solaar,L’argent ne fait pas le bonheur,1998.0,8
2838,MC Solaar,La vie n’est qu’un moment,1998.0,9
2839,MC Solaar,La vie n’est qu’un moment,1998.0,0
2840,MC Solaar,La vie n’est qu’un moment,1998.0,16
2841,MC Solaar,La vie n’est qu’un moment,1998.0,0
2842,MC Solaar,Onzième commandement,1998.0,12
2843,MC Solaar,Onzième commandement,1998.0,12
2844,MC Solaar,Onzième commandement,1998.0,12
2845,MC Solaar,Je me souviens,1998.0,11
2846,MC Solaar,Je me souviens,1998.0,0
2847,MC Solaar,Je me souviens,1998.0,9
2848,MC Solaar,Galaktika,1998.0,1
2849,MC Solaar,Galaktika,1998.0,7
2850,MC Solaar,Galaktika,1998.0,4
2851,MC Solaar,La Cinquième Saison,1998.0,5
2852,MC Solaar,La Cinquième Saison,1998.0,13
2853,MC Solaar,La Cinquième Saison,1998.0,5
2854,MC Solaar,Les songes,1998.0,0
2855,MC Solaar,Perfect,1998.0,15
2856,MC Solaar,Perfect,1998.0,15
2857,MC Solaar,Perfect,1998.0,15
2858,MC Solaar,Vigipirap,1998.0,12
2859,MC Solaar,Vigipirap,1998.0,11
2860,MC Solaar,Vigipirap,1998.0,12
2861,MC Solaar,Nouvelle genèse,1998.0,7
2862,MC Solaar,Nouvelle genèse,1998.0,7
2863,MC Solaar,Nouvelle genèse,1998.0,0
2864,MC Solaar,Le Flow Beretta,1998.0,3
2865,MC Solaar,Le Flow Beretta,1998.0,4
2866,MC Solaar,Le Flow Beretta,1998.0,1
2867,Cut Killer,Intro,1998.0,13
2868,Cut Killer,Intro,1998.0,3
2869,Assassin (FRA),Autre Dimension,1998.0,6
2870,Assassin (FRA),Autre Dimension,1998.0,6
2871,Monsieur R,J’accuse,1998.0,6
2872,Monsieur R,J’accuse,1998.0,6
2873,Monsieur R,J’accuse,1998.0,6
2874,Oxmo Puccino,Sacré samedi soir,1998.0,3
2875,Oxmo Puccino,Sacré samedi soir,1998.0,13
2876,Oxmo Puccino,Sacré samedi soir,1998.0,3
2877,Oxmo Puccino,Sacré samedi soir,1998.0,13
2878,Oxmo Puccino,Sacré samedi soir,1998.0,13
2879,Oxmo Puccino,Sortilège,1998.0,16
2880,Oxmo Puccino,Sortilège,1998.0,12
2881,Oxmo Puccino,Sortilège,1998.0,10
2882,Oxmo Puccino,Sortilège,1998.0,10
2883,Oxmo Puccino,Black Cyrano De Bergerac (Interlude),1998.0,13
2884,Oxmo Puccino,Sans-abris,1998.0,6
2885,Oxmo Puccino,Sans-abris,1998.0,9
2886,Oxmo Puccino,Sans-abris,1998.0,9
2887,Oxmo Puccino,Sans-abris,1998.0,6
2888,Oxmo Puccino,Mensongeur (version clip),1998.0,1
2889,Oxmo Puccino,Mensongeur (version clip),1998.0,15
2890,Oxmo Puccino,Mensongeur (version clip),1998.0,15
2891,Oxmo Puccino,Mensongeur (version clip),1998.0,15
2892,Shurik’n,L.E.F.,1998.0,6
2893,Shurik’n,L.E.F.,1998.0,0
2894,Shurik’n,L.E.F.,1998.0,6
2895,Shurik’n,Esprit anesthésié,1998.0,6
2896,Shurik’n,Esprit anesthésié,1998.0,0
2897,Shurik’n,Esprit anesthésié,1998.0,12
2898,Shurik’n,Esprit anesthésié,1998.0,6
2899,Leeroy,Regarde à l’horizon,1998.0,4
2900,Leeroy,Regarde à l’horizon,1998.0,7
2901,Leeroy,Regarde à l’horizon,1998.0,14
2902,Leeroy,Regarde à l’horizon,1998.0,16
2903,Leeroy,Regarde à l’horizon,1998.0,12
2904,Lord Kossity,Good Body Gal (Playground Riddim),1998.0,13
2905,Lord Kossity,Good Body Gal (Playground Riddim),1998.0,15
2906,Lord Kossity,Good Body Gal (Playground Riddim),1998.0,15
2907,Lord Kossity,No Blah-Blah,1998.0,13
2908,Lord Kossity,No Blah-Blah,1998.0,13
2909,Lord Kossity,No Blah-Blah,1998.0,13
2910,Lord Kossity,No Blah-Blah,1998.0,13
2911,MC Janik,Gentleman,1998.0,15
2912,MC Janik,Gentleman,1998.0,15
2913,MC Janik,Gentleman,1998.0,15
2914,MC Janik,Gentleman,1998.0,15
2915,MC Janik,Gentleman,1998.0,15
2916,MC Janik,Gentleman,1998.0,15
2917,MC Janik,Madinina,1998.0,17
2918,Manau,Un mauvais dieu,1998.0,7
2919,Manau,Un mauvais dieu,1998.0,7
2920,Manau,Un mauvais dieu,1998.0,7
2921,Manau,Le chien du forgeron,1998.0,7
2922,Manau,Le chien du forgeron,1998.0,7
2923,Manau,Le chien du forgeron,1998.0,7
2924,Manau,Mais qui est la belette ?,1998.0,7
2925,Manau,Mais qui est la belette ?,1998.0,3
2926,Manau,La confession,1998.0,0
2927,Manau,La confession,1998.0,14
2928,Manau,La confession,1998.0,0
2929,Manau,Panique celtique,1998.0,0
2930,Manau,Panique celtique,1998.0,3
2931,Manau,Panique celtique,1998.0,3
2932,Manau,Panique celtique,1998.0,3
2933,Manau,Le chant des druides,1998.0,7
2934,Manau,Le chant des druides,1998.0,7
2935,Manau,Faut pas tiser en Bretagne,1998.0,0
2936,Manau,Faut pas tiser en Bretagne,1998.0,0
2937,Manau,Faut pas tiser en Bretagne,1998.0,0
2938,Manau,Intro,1998.0,9
2939,Manau,Je parle,1998.0,15
2940,Manau,Je parle,1998.0,15
2941,Manau,Je parle,1998.0,15
2942,Mystik,Dans l’impasse,1998.0,7
2943,Mystik,Dans l’impasse,1998.0,9
2944,Mystik,Dans l’impasse,1998.0,6
2945,Mystik,Dans l’impasse,1998.0,6
2946,Mystik,Ainsi va la vie,1998.0,6
2947,Mystik,Ainsi va la vie,1998.0,11
2948,Mystik,Ainsi va la vie,1998.0,8
2949,Mystik,Ainsi va la vie,1998.0,11
2950,Mystik,Ainsi va la vie,1998.0,6
2951,Mystik,Ainsi va la vie,1998.0,11
2952,Mystik,L’empreinte de mes pas,1998.0,6
2953,Mystik,L’empreinte de mes pas,1998.0,7
2954,Mystik,L’empreinte de mes pas,1998.0,7
2955,Stomy Bugsy,Un rep qui fait reup,1998.0,14
2956,Stomy Bugsy,Un rep qui fait reup,1998.0,12
2957,Stomy Bugsy,Un rep qui fait reup,1998.0,12
2958,Stomy Bugsy,Un rep qui fait reup,1998.0,14
2959,Stomy Bugsy,Un rep qui fait reup,1998.0,11
2960,Stomy Bugsy,Un rep qui fait reup,1998.0,12
2961,Stomy Bugsy,Un rep qui fait reup,1998.0,10
2962,Stomy Bugsy,J’prie Dieu,1998.0,17
2963,Stomy Bugsy,J’prie Dieu,1998.0,10
2964,Stomy Bugsy,J’prie Dieu,1998.0,0
2965,Stomy Bugsy,Mon papa à moi est un gangster (Remix),1998.0,14
2966,Stomy Bugsy,Mon papa à moi est un gangster (Remix),1998.0,14
2967,Stomy Bugsy,Les balances,1998.0,1
2968,Stomy Bugsy,Les balances,1998.0,1
2969,Diam’s,Extrême Minée,1998.0,7
2970,Diam’s,Extrême Minée,1998.0,6
2971,Diam’s,Extrême Minée,1998.0,6
2972,Diam’s,Extrême Minée,1998.0,6
2973,Diam’s,Extrême Minée,1998.0,6
2974,K-Reen,Au bout de ton rêve,1998.0,4
2975,K-Reen,Au bout de ton rêve,1998.0,0
2976,K-Reen,Au bout de ton rêve,1998.0,0
2977,K-Reen,Au bout de ton rêve,1998.0,11
2978,K-Reen,Je suis en panique,1998.0,0
2979,K-Reen,Je suis en panique,1998.0,0
2980,K-Reen,"Explique-moi, dis-moi",1998.0,5
2981,K-Reen,Faut laisser donner,1998.0,5
2982,K-Reen,Faut laisser donner,1998.0,7
2983,K-Reen,Faut laisser donner,1998.0,5
2984,Sté Strausz,Ma génération,1998.0,7
2985,Sté Strausz,Ma génération,1998.0,7
2986,Sté Strausz,Ma génération,1998.0,0
2987,Sté Strausz,Tu croyais quoi ?,1998.0,3
2988,Sté Strausz,Tu croyais quoi ?,1998.0,3
2989,Sté Strausz,Tu le sais,1998.0,0
2990,Sté Strausz,Tu le sais,1998.0,7
2991,Sté Strausz,Tu le sais,1998.0,14
2992,Sté Strausz,Tu le sais,1998.0,15
2993,Akhenaton,Lyrix files,1998.0,3
2994,Akhenaton,Lyrix files,1998.0,3
2995,Busta Flex,Kick avec mes Nike,1998.0,3
2996,Busta Flex,Kick avec mes Nike,1998.0,4
2997,Busta Flex,Kick avec mes Nike,1998.0,3
2998,Busta Flex,Kick avec mes Nike,1998.0,3
2999,Busta Flex,Ma force,1998.0,3
3000,Busta Flex,Ma force,1998.0,3
3001,Busta Flex,Ma force,1998.0,3
3002,Busta Flex,Majeur,1998.0,13
3003,Busta Flex,Majeur,1998.0,9
3004,Busta Flex,1 pour la basse,1998.0,3
3005,Busta Flex,1 pour la basse,1998.0,3
3006,Busta Flex,1 pour la basse,1998.0,3
3007,Busta Flex,1 pour la basse,1998.0,3
3008,Busta Flex,Le zedou,1998.0,3
3009,Busta Flex,Le zedou,1998.0,3
3010,Busta Flex,Le zedou,1998.0,3
3011,Busta Flex,Freestyle Session,1998.0,3
3012,Busta Flex,Freestyle Session,1998.0,3
3013,Busta Flex,Freestyle Session,1998.0,12
3014,Busta Flex,Freestyle Session,1998.0,3
3015,Busta Flex,Ça se dégrade,1998.0,6
3016,Busta Flex,Ça se dégrade,1998.0,6
3017,Busta Flex,Ça se dégrade,1998.0,6
3018,Busta Flex,Yeah Yeah Yo,1998.0,3
3019,Busta Flex,Yeah Yeah Yo,1998.0,3
3020,Busta Flex,Yeah Yeah Yo,1998.0,3
3021,Busta Flex,Yeah Yeah Yo,1998.0,3
3022,Busta Flex,Yeah Yeah Yo,1998.0,3
3023,Busta Flex,What Can I Do?,1998.0,17
3024,Busta Flex,What Can I Do?,1998.0,17
3025,Busta Flex,What Can I Do?,1998.0,0
3026,113,Tonton du bled,1999.0,6
3027,113,Tonton du bled,1999.0,2
3028,113,Tonton du bled,1999.0,11
3029,113,Tonton du bled,1999.0,6
3030,113,Tonton du bled,1999.0,11
3031,113,Tonton du bled,1999.0,13
3032,Rohff,Génération sacrifiée,1999.0,6
3033,Rohff,Génération sacrifiée,1999.0,9
3034,113,Les princes de la ville,1999.0,11
3035,113,Les princes de la ville,1999.0,6
3036,113,Les princes de la ville,1999.0,11
3037,113,Les princes de la ville,1999.0,6
3038,113,Les princes de la ville,1999.0,11
3039,Neg’ Marrons,On fait les choses,1999.0,3
3040,Neg’ Marrons,On fait les choses,1999.0,3
3041,Neg’ Marrons,On fait les choses,1999.0,3
3042,Neg’ Marrons,On fait les choses,1999.0,3
3043,Neg’ Marrons,On fait les choses,1999.0,3
3044,Neg’ Marrons,On fait les choses,1999.0,3
3045,Neg’ Marrons,On fait les choses,1999.0,3
3046,Rohff,Du fond du cœur,1999.0,0
3047,Rohff,Du fond du cœur,1999.0,6
3048,Rohff,Du fond du cœur,1999.0,6
3049,Rohff,Du fond du cœur,1999.0,6
3050,Rohff,Du fond du cœur,1999.0,7
3051,Rohff,Du fond du cœur,1999.0,9
3052,Rohff,Du fond du cœur,1999.0,6
3053,Rohff,Du fond du cœur,1999.0,6
3054,Saïan Supa Crew,La preuve par 3,1999.0,18
3055,Saïan Supa Crew,La preuve par 3,1999.0,4
3056,Saïan Supa Crew,La preuve par 3,1999.0,6
3057,Saïan Supa Crew,La preuve par 3,1999.0,7
3058,Saïan Supa Crew,La preuve par 3,1999.0,6
3059,Saïan Supa Crew,La preuve par 3,1999.0,7
3060,Saïan Supa Crew,La preuve par 3,1999.0,6
3061,Saïan Supa Crew,La preuve par 3,1999.0,7
