topic,rank,artist,n_docs,pct_of_topic,total_topic_docs
0,1,JuL,525,1.241076072053331,42302
0,2,Rohff,450,1.0637794903314264,42302
0,3,Sexion d’Assaut,421,0.9952248120656234,42302
0,4,Kery James,411,0.9715852678360362,42302
0,5,IAM,402,0.9503096780294077,42302
0,6,Sinik,387,0.9148503616850268,42302
0,7,Georgio,382,0.9030305895702331,42302
0,8,Swift Guad,373,0.8817549997636046,42302
0,9,La Fouine,362,0.8557515011110586,42302
0,10,Médine,351,0.8297480024585127,42302
0,11,VII,348,0.8226561391896364,42302
0,12,Disiz,347,0.8202921847666778,42302
0,13,Keny Arkana,346,0.817928230343719,42302
0,14,Scylla,319,0.7541014609238333,42302
0,15,Lucio Bukowski,308,0.7280979622712874,42302
0,16,Mac Tyer,298,0.7044584180417002,42302
0,17,Soprano,295,0.6973665547728239,42302
0,18,Lord Esperanza,294,0.6950026003498653,42302
0,19,Gims,284,0.671363056120278,42302
0,20,Oxmo Puccino,272,0.6429956030447732,42302
1,1,JuL,121,2.5838137945761264,4683
1,2,La Fouine,78,1.6655989750160152,4683
1,3,Naps,72,1.5374759769378605,4683
1,4,Vegedream,56,1.195814648729447,4683
1,5,Disiz,55,1.1744608157164211,4683
1,6,Gims,49,1.046337817638266,4683
1,7,KIK,47,1.0036301516122144,4683
1,8,Hooss,44,0.9395686525731368,4683
1,9,Jarod,42,0.8968609865470852,4683
1,10,KeBlack,42,0.8968609865470852,4683
1,11,Dinos,41,0.8755071535340595,4683
1,12,Sinik,37,0.790091821481956,4683
1,13,Guizmo,37,0.790091821481956,4683
1,14,Black M,37,0.790091821481956,4683
1,15,​DA Uzi,37,0.790091821481956,4683
1,16,Bigflo & Oli,35,0.7473841554559043,4683
1,17,Hornet La Frappe,33,0.7046764894298526,4683
1,18,Zamdane,33,0.7046764894298526,4683
1,19,Barack,33,0.7046764894298526,4683
1,20,SCH,32,0.6833226564168268,4683
2,1,Kalash,11,4.382470119521913,251
2,2,JuL,10,3.9840637450199203,251
2,3,Hamza,7,2.788844621513944,251
2,4,Naza,6,2.3904382470119523,251
2,5,Neg’ Marrons,6,2.3904382470119523,251
2,6,Naps,5,1.9920318725099602,251
2,7,Kekra,5,1.9920318725099602,251
2,8,Benab,5,1.9920318725099602,251
2,9,Disiz,4,1.593625498007968,251
2,10,Ninho,4,1.593625498007968,251
2,11,Jok’Air,4,1.593625498007968,251
2,12,Liza Monet,4,1.593625498007968,251
2,13,Gims,3,1.1952191235059761,251
2,14,Leto,3,1.1952191235059761,251
2,15,13 Block,3,1.1952191235059761,251
2,16,Elams,3,1.1952191235059761,251
2,17,Niska,3,1.1952191235059761,251
2,18,Les Sages Poètes de la Rue,3,1.1952191235059761,251
2,19,Nessbeal,3,1.1952191235059761,251
2,20,S.Pri Noir,3,1.1952191235059761,251
3,1,Booba,25,5.813953488372093,430
3,2,Cuizinier,12,2.7906976744186047,430
3,3,Hocus Pocus,11,2.558139534883721,430
3,4,Serane,10,2.3255813953488373,430
3,5,Rohff,9,2.0930232558139537,430
3,6,Ninho,8,1.8604651162790697,430
3,7,La Fève,8,1.8604651162790697,430
3,8,Maj Trafyk,8,1.8604651162790697,430
3,9,IAM,7,1.627906976744186,430
3,10,Gims,7,1.627906976744186,430
3,11,Hamza,7,1.627906976744186,430
3,12,Soprano,7,1.627906976744186,430
3,13,Freeze Corleone,7,1.627906976744186,430
3,14,La Fouine,6,1.3953488372093024,430
3,15,Lala &ce,6,1.3953488372093024,430
3,16,MHD,6,1.3953488372093024,430
3,17,JuL,5,1.1627906976744187,430
3,18,Lacrim,5,1.1627906976744187,430
3,19,Jorrdee,5,1.1627906976744187,430
3,20,Ateyaba,5,1.1627906976744187,430
4,1,Rohff,7,2.766798418972332,253
4,2,Niro,7,2.766798418972332,253
4,3,Seth Gueko,6,2.371541501976284,253
4,4,PLK,6,2.371541501976284,253
4,5,Sultan,6,2.371541501976284,253
4,6,Naza,6,2.371541501976284,253
4,7,Naps,5,1.9762845849802373,253
4,8,RK,5,1.9762845849802373,253
4,9,Retro X,5,1.9762845849802373,253
4,10,H Magnum,5,1.9762845849802373,253
4,11,Youv Dee,5,1.9762845849802373,253
4,12,JuL,4,1.5810276679841897,253
4,13,Disiz,4,1.5810276679841897,253
4,14,IAM,4,1.5810276679841897,253
4,15,Mac Tyer,4,1.5810276679841897,253
4,16,Gims,4,1.5810276679841897,253
4,17,Jorrdee,4,1.5810276679841897,253
4,18,Barack,4,1.5810276679841897,253
4,19,Stomy Bugsy,4,1.5810276679841897,253
4,20,La Fouine,3,1.185770750988142,253
5,1,JuL,117,3.5166816952209197,3327
5,2,Naps,79,2.374511571986775,3327
5,3,La Fouine,53,1.5930267508265705,3327
5,4,Elams,37,1.1121130147279832,3327
5,5,GLK,36,1.0820559062218216,3327
5,6,Alonzo,35,1.0519987977156597,3327
5,7,Hooss,32,0.9618274721971746,3327
5,8,A2H,29,0.8716561466786895,3327
5,9,Kekra,28,0.8415990381725278,3327
5,10,Rohff,27,0.8115419296663661,3327
5,11,Hayce Lemsi,27,0.8115419296663661,3327
5,12,Oxmo Puccino,27,0.8115419296663661,3327
5,13,Soolking,25,0.7514277126540427,3327
5,14,Houari,25,0.7514277126540427,3327
5,15,Alkpote,24,0.7213706041478809,3327
5,16,Lacrim,24,0.7213706041478809,3327
5,17,Dosseh,24,0.7213706041478809,3327
5,18,L’Algérino,24,0.7213706041478809,3327
5,19,Timal,24,0.7213706041478809,3327
5,20,Alrima,24,0.7213706041478809,3327
6,1,Lucio Bukowski,171,2.4643320363164722,6939
6,2,VII,144,2.075226977950713,6939
6,3,IAM,103,1.4843637411730797,6939
6,4,Swift Guad,85,1.2249603689292405,6939
6,5,Oxmo Puccino,84,1.2105490704712496,6939
6,6,Akhenaton,69,0.9943795936013834,6939
6,7,MC Solaar,64,0.9223231013114283,6939
6,8,Médine,63,0.9079118028534372,6939
6,9,Hippocampe Fou,62,0.893500504395446,6939
6,10,La Caution,60,0.8646779074794639,6939
6,11,La Rumeur,58,0.8358553105634818,6939
6,12,Alkpote,54,0.7782101167315175,6939
6,13,Sinik,53,0.7637988182735265,6939
6,14,Seth Gueko,51,0.7349762213575443,6939
6,15,Svinkels,51,0.7349762213575443,6939
6,16,Disiz,49,0.7061536244415622,6939
6,17,Rohff,48,0.6917423259835711,6939
6,18,Vald,47,0.67733102752558,6939
6,19,Hayce Lemsi,46,0.662919729067589,6939
6,20,Luv Resval,46,0.662919729067589,6939
7,1,JuL,37,3.547459252157239,1043
7,2,Naps,16,1.5340364333652923,1043
7,3,Ninho,15,1.4381591562799616,1043
7,4,Hatik,15,1.4381591562799616,1043
7,5,Niro,14,1.342281879194631,1043
7,6,Alonzo,14,1.342281879194631,1043
7,7,Kekra,14,1.342281879194631,1043
7,8,La Fouine,13,1.2464046021093003,1043
7,9,Maes,12,1.1505273250239694,1043
7,10,Alrima,12,1.1505273250239694,1043
7,11,PLK,11,1.0546500479386385,1043
7,12,Timal,11,1.0546500479386385,1043
7,13,Benab,11,1.0546500479386385,1043
7,14,Yaro,11,1.0546500479386385,1043
7,15,Sadek,10,0.9587727708533078,1043
7,16,Mac Tyer,10,0.9587727708533078,1043
7,17,SCH,10,0.9587727708533078,1043
7,18,Swift Guad,9,0.862895493767977,1043
7,19,Gims,9,0.862895493767977,1043
7,20,Dosseh,9,0.862895493767977,1043
8,1,IAM,7,2.6415094339622645,265
8,2,Canardo,7,2.6415094339622645,265
8,3,Soprano,6,2.2641509433962264,265
8,4,113,6,2.2641509433962264,265
8,5,Rohff,5,1.8867924528301887,265
8,6,Disiz,5,1.8867924528301887,265
8,7,Landy,5,1.8867924528301887,265
8,8,Mac Tyer,4,1.509433962264151,265
8,9,Kekra,4,1.509433962264151,265
8,10,13 Block,4,1.509433962264151,265
8,11,Lefa,4,1.509433962264151,265
8,12,Dadju,4,1.509433962264151,265
8,13,Salif,4,1.509433962264151,265
8,14,Abou Debeing,4,1.509433962264151,265
8,15,Ademo,4,1.509433962264151,265
8,16,JuL,3,1.1320754716981132,265
8,17,Gims,3,1.1320754716981132,265
8,18,Vald,3,1.1320754716981132,265
8,19,Ninho,3,1.1320754716981132,265
8,20,Youssoupha,3,1.1320754716981132,265
9,1,JuL,396,5.859721811186742,6758
9,2,Djadja & Dinaz,128,1.8940514945250075,6758
9,3,Hamza,91,1.3465522343888723,6758
9,4,​DA Uzi,86,1.2725658478839894,6758
9,5,Jorrdee,71,1.0506066883693401,6758
9,6,Kekra,71,1.0506066883693401,6758
9,7,Josman,71,1.0506066883693401,6758
9,8,Naps,69,1.021012133767387,6758
9,9,Vald,67,0.9914175791654335,6758
9,10,KIK,67,0.9914175791654335,6758
9,11,YL,63,0.9322284699615271,6758
9,12,Zkr,61,0.9026339153595738,6758
9,13,RK,59,0.8730393607576206,6758
9,14,Dinos,57,0.8434448061556674,6758
9,15,PLK,55,0.8138502515537142,6758
9,16,Youv Dee,55,0.8138502515537142,6758
9,17,A2H,54,0.7990529742527375,6758
9,18,So La Lune,54,0.7990529742527375,6758
9,19,Disiz,53,0.7842556969517609,6758
9,20,Mister V,53,0.7842556969517609,6758
10,1,JuL,26,4.297520661157025,605
10,2,Kery James,10,1.6528925619834711,605
10,3,Kamikaz,9,1.487603305785124,605
10,4,Vegedream,9,1.487603305785124,605
10,5,Black M,8,1.322314049586777,605
10,6,Lartiste,8,1.322314049586777,605
10,7,Therapie TAXI,8,1.322314049586777,605
10,8,Rounhaa,8,1.322314049586777,605
10,9,Naps,7,1.1570247933884297,605
10,10,Booba,7,1.1570247933884297,605
10,11,Kekra,7,1.1570247933884297,605
10,12,Jok’Air,7,1.1570247933884297,605
10,13,Naza,7,1.1570247933884297,605
10,14,Franglish,7,1.1570247933884297,605
10,15,KeBlack,7,1.1570247933884297,605
10,16,Butter Bullets,7,1.1570247933884297,605
10,17,Zuukou Mayzie,7,1.1570247933884297,605
10,18,Swift Guad,6,0.9917355371900827,605
10,19,A2H,6,0.9917355371900827,605
10,20,Soprano,6,0.9917355371900827,605
11,1,JuL,101,4.279661016949152,2360
11,2,Naza,36,1.5254237288135595,2360
11,3,Djadja & Dinaz,27,1.1440677966101696,2360
11,4,Sadek,26,1.1016949152542372,2360
11,5,La Fouine,23,0.9745762711864407,2360
11,6,Naps,23,0.9745762711864407,2360
11,7,Alonzo,22,0.9322033898305085,2360
11,8,PLK,22,0.9322033898305085,2360
11,9,Black M,22,0.9322033898305085,2360
11,10,Gims,21,0.8898305084745763,2360
11,11,Hamza,21,0.8898305084745763,2360
11,12,Jok’Air,21,0.8898305084745763,2360
11,13,Sultan,20,0.847457627118644,2360
11,14,KeBlack,20,0.847457627118644,2360
11,15,Disiz,19,0.8050847457627118,2360
11,16,Jorrdee,19,0.8050847457627118,2360
11,17,YL,19,0.8050847457627118,2360
11,18,Hooss,18,0.7627118644067797,2360
11,19,Niska,18,0.7627118644067797,2360
11,20,L’Algérino,18,0.7627118644067797,2360
12,1,Ol’ Kainry,5,2.3696682464454977,211
12,2,JuL,4,1.8957345971563981,211
12,3,Gims,4,1.8957345971563981,211
12,4,Black M,4,1.8957345971563981,211
12,5,Hatik,4,1.8957345971563981,211
12,6,Suprême NTM,4,1.8957345971563981,211
12,7,Thabiti,4,1.8957345971563981,211
12,8,Booba,3,1.4218009478672986,211
12,9,Dosseh,3,1.4218009478672986,211
12,10,Rockin’ Squat,3,1.4218009478672986,211
12,11,Gradur,3,1.4218009478672986,211
12,12,D. Ace,3,1.4218009478672986,211
12,13,KeBlack,3,1.4218009478672986,211
12,14,El Matador,3,1.4218009478672986,211
12,15,Elh Kmer,3,1.4218009478672986,211
12,16,Abou Tall,3,1.4218009478672986,211
12,17,Beendo Z,3,1.4218009478672986,211
12,18,D’ de Kabal,3,1.4218009478672986,211
12,19,Sadek,2,0.9478672985781991,211
12,20,Niro,2,0.9478672985781991,211
13,1,La Fouine,10,2.0325203252032518,492
13,2,IAM,10,2.0325203252032518,492
13,3,JuL,9,1.8292682926829267,492
13,4,Disiz,8,1.6260162601626018,492
13,5,El Matador,8,1.6260162601626018,492
13,6,Akhenaton,7,1.4227642276422763,492
13,7,MC Solaar,7,1.4227642276422763,492
13,8,Chilla,7,1.4227642276422763,492
13,9,47ter,7,1.4227642276422763,492
