topic,rank,artist,n_docs,pct_of_topic,total_topic_docs
0,1,JuL,142,3.6739974126778785,3865
0,2,La Fouine,70,1.8111254851228977,3865
0,3,Naps,60,1.5523932729624839,3865
0,4,Mac Tyer,57,1.4747736093143595,3865
0,5,Hornet La Frappe,43,1.11254851228978,3865
0,6,Alonzo,42,1.0866752910737387,3865
0,7,Benab,41,1.0608020698576974,3865
0,8,Sinik,40,1.034928848641656,3865
0,9,13 Block,38,0.9831824062095731,3865
0,10,Sexion d’Assaut,37,0.9573091849935317,3865
0,11,Rim’K,37,0.9573091849935317,3865
0,12,Niro,34,0.8796895213454075,3865
0,13,Sadek,33,0.8538163001293662,3865
0,14,GLK,33,0.8538163001293662,3865
0,15,Elams,33,0.8538163001293662,3865
0,16,Maes,33,0.8538163001293662,3865
0,17,Rohff,32,0.8279430789133247,3865
0,18,Hooss,32,0.8279430789133247,3865
0,19,Alkpote,31,0.8020698576972833,3865
0,20,Lacrim,31,0.8020698576972833,3865
1,1,Freeze Corleone,63,6.915477497255764,911
1,2,Retro X,31,3.4028540065861685,911
1,3,Jorrdee,28,3.0735455543358947,911
1,4,Alkpote,17,1.8660812294182216,911
1,5,Gradur,16,1.756311745334797,911
1,6,JuL,14,1.5367727771679474,911
1,7,Kekra,14,1.5367727771679474,911
1,8,Luv Resval,14,1.5367727771679474,911
1,9,Youri,13,1.4270032930845227,911
1,10,Kaaris,12,1.3172338090010975,911
1,11,Hamza,12,1.3172338090010975,911
1,12,RK,11,1.2074643249176729,911
1,13,Damso,11,1.2074643249176729,911
1,14,667,11,1.2074643249176729,911
1,15,La Fouine,10,1.0976948408342482,911
1,16,Ateyaba,10,1.0976948408342482,911
1,17,Naps,9,0.9879253567508233,911
1,18,Timal,9,0.9879253567508233,911
1,19,MZ,9,0.9879253567508233,911
1,20,Alpha 5.20,9,0.9879253567508233,911
2,1,JuL,15,3.3707865168539324,445
2,2,Alonzo,9,2.0224719101123596,445
2,3,TLF,8,1.7977528089887642,445
2,4,Rohff,7,1.5730337078651686,445
2,5,Naps,7,1.5730337078651686,445
2,6,Jorrdee,7,1.5730337078651686,445
2,7,Kekra,7,1.5730337078651686,445
2,8,Hamza,7,1.5730337078651686,445
2,9,PLK,7,1.5730337078651686,445
2,10,Al Peco,7,1.5730337078651686,445
2,11,La Fouine,5,1.1235955056179776,445
2,12,Sexion d’Assaut,5,1.1235955056179776,445
2,13,Dinos,5,1.1235955056179776,445
2,14,Black M,5,1.1235955056179776,445
2,15,YL,5,1.1235955056179776,445
2,16,Lefa,5,1.1235955056179776,445
2,17,Franglish,5,1.1235955056179776,445
2,18,El Matador,5,1.1235955056179776,445
2,19,Abou Debeing,5,1.1235955056179776,445
2,20,Laylow,5,1.1235955056179776,445
3,1,JuL,1835,3.8522095098142124,47635
3,2,La Fouine,591,1.2406843707358035,47635
3,3,Alkpote,565,1.1861026556103704,47635
3,4,Sexion d’Assaut,497,1.0433504775900073,47635
3,5,Naps,486,1.0202582134984781,47635
3,6,Rohff,469,0.9845701689933872,47635
3,7,Lacrim,426,0.8943004093628634,47635
3,8,Seth Gueko,419,0.8796053322137084,47635
3,9,Niro,399,0.8376193975018369,47635
3,10,Guizmo,378,0.7935341660543718,47635
3,11,Jarod,365,0.7662433084916552,47635
3,12,Booba,364,0.7641440117560617,47635
3,13,Sadek,361,0.757846121549281,47635
3,14,Kaaris,357,0.7494489346069066,47635
3,15,Vald,348,0.7305552639865645,47635
3,16,A2H,347,0.7284559672509708,47635
3,17,Djadja & Dinaz,346,0.7263566705153773,47635
3,18,Mister You,345,0.7242573737797838,47635
3,19,3010,337,0.7074629998950352,47635
3,20,Ninho,333,0.6990658129526608,47635
4,1,La Fouine,15,3.51288056206089,427
4,2,Black M,11,2.576112412177986,427
4,3,JuL,10,2.3419203747072603,427
4,4,Rohff,7,1.639344262295082,427
4,5,IAM,7,1.639344262295082,427
4,6,Kekra,7,1.639344262295082,427
4,7,La Fève,7,1.639344262295082,427
4,8,Niro,6,1.405152224824356,427
4,9,Hamza,6,1.405152224824356,427
4,10,Ninho,6,1.405152224824356,427
4,11,Alpha 5.20,6,1.405152224824356,427
4,12,A2H,5,1.1709601873536302,427
4,13,Elams,5,1.1709601873536302,427
4,14,Timal,5,1.1709601873536302,427
4,15,Koba LaD,5,1.1709601873536302,427
4,16,Kalash Criminel,5,1.1709601873536302,427
4,17,Mac Tyer,4,0.936768149882904,427
4,18,Alonzo,4,0.936768149882904,427
4,19,Jorrdee,4,0.936768149882904,427
4,20,Kery James,4,0.936768149882904,427
5,1,Mac Tyer,8,3.225806451612903,248
5,2,Naza,7,2.82258064516129,248
5,3,Fababy,7,2.82258064516129,248
5,4,La Fouine,6,2.4193548387096775,248
5,5,Sadek,6,2.4193548387096775,248
5,6,Freeze Corleone,6,2.4193548387096775,248
5,7,Therapie TAXI,6,2.4193548387096775,248
5,8,A2H,5,2.0161290322580645,248
5,9,Kery James,5,2.0161290322580645,248
5,10,Soprano,5,2.0161290322580645,248
5,11,Jok’Air,5,2.0161290322580645,248
5,12,JuL,4,1.6129032258064515,248
5,13,Disiz,4,1.6129032258064515,248
5,14,Gims,4,1.6129032258064515,248
5,15,Lartiste,4,1.6129032258064515,248
5,16,Maska,4,1.6129032258064515,248
5,17,Green Money,4,1.6129032258064515,248
