row_0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
100 Blaze,0.0294437868815634,5.150544447193451,-1.3221485562748003,-0.21088393660406107,-1.295943997596432,0.4832870554541007,5.180138693076259,-0.34846747522434973,-1.2404628080934594,1.5093576775776545,-0.5453683762439001,-1.1721234972910692,-0.7312495049802772,-1.3003227578744523,-1.21826419114193,-1.9382962314101835,0.40726994981138875,0.1826815106691423,-1.2603472676098342,-0.48144887036776635
10vers,-0.7809013144423153,1.730229559756518,-0.9684524968965876,-0.6822038229487855,-0.8080944988468024,-0.7182898601584522,-0.5235960194845181,-0.7060167287034698,0.0992700890297551,0.7192669926482003,-0.7414109477201263,0.6544715370211359,-0.5909889062674546,2.0868217336610706,-0.5760097094094007,-0.6272179310000231,2.7126243311251463,-0.40710540893339064,-0.9556795541365191,-0.9964629890759217
113,0.5630413076000427,-0.2500775455120834,-1.958372238318484,0.19923044697750542,-0.36762973491597306,-0.8190602682609103,1.1124726250550838,2.292984506223537,0.3848387252716659,4.609560732748631,-1.6857816714717437,1.2775954067522093,0.5108955771599625,0.7075892080858031,-0.29210625443695704,0.6454416392593941,-2.395718707800178,-2.3845140915504204,1.4733814693844498,0.03990265696200922
13 Block,0.33515297671001804,8.305623539614428,-1.328484156975309,-0.14571991182975605,-1.7460608760267764,-1.059143103997164,1.5427241680078494,-1.5573151152939833,2.3539866093722503,-1.5358199912545785,1.032742563019276,-1.3956553241691998,-0.3062552952603604,-1.6156536260985344,-1.2682611974790179,-1.9668053491615958,-0.7586392125245697,-1.8449560091791326,0.5405079746669837,0.1393979967242892
1995,-0.3533626345787058,1.4026021556725812,-1.9431180951224736,-1.3647875870650175,0.4333676997713451,-0.9897485177050382,-0.7646508439234097,-0.42781473526754643,-0.7470424964342771,1.1245086731223564,-1.571265439281516,0.4057955996444704,2.6285533010311677,0.037297943686058835,2.7811212097764613,1.7069070989545507,0.19415756962290734,0.43069998418261873,-1.520640101726915,0.12816069994328125
2 Bal,-0.6900761759457169,-1.0438522595626631,-0.9439307319941297,-0.6649300363486681,1.7516203110206405,-0.7001023546890315,-0.5103382721627198,-0.6881399858631173,1.2288306832030695,2.2333048058950715,-0.7226380032383385,-0.18336176576190907,1.160011833741044,-0.695980259405832,1.2197575737420912,-0.611336418279291,0.9623521729162348,0.4832885832019666,-0.9314812073680537,0.05838814695415398
2zer,0.6063974729260646,0.6230920157410909,2.76262618709752,-1.403645445195777,-0.9618168363599819,0.9372936993577504,0.5557646338484453,-0.48363394023162704,-1.1922806031690882,1.5487988176735843,-1.6121005088788152,2.507756041046926,-1.6663372122646896,-1.5166619267924317,-1.0083774727762118,1.058786844318828,-0.6103486640809346,-1.1333768195605176,0.6453917711668243,-1.3859121613405816
3010,-0.17679836532259244,4.227931731574983,-3.5550558681014968,-0.918515503162051,-0.7408776518995127,1.4788123004409253,-1.553520709242342,-1.9102002235743514,0.9023774224754256,-2.1400780995857054,-0.7546803434750857,-3.566135069270378,1.8555161253970422,-1.2252050142860726,0.20680033552526264,-1.5010061558318664,5.160681724754936,1.5116635347679797,-2.8965954527819298,0.012580483308489748
404Billy,-0.5328988753740137,0.07225563711889489,-0.7948577268849126,0.6431457555562984,-0.9850512224086998,-1.5302477537647412,-0.39003523786028405,0.4481463752523067,1.0204360936878487,-1.4494803216294345,0.8997975169454666,2.3263118645926073,-0.8160021877593341,2.6540431602400965,-0.25585404025555003,-0.5985697913836853,-0.47017936704008945,-0.5577537308806504,1.2686122772189155,-0.7058227263916004
47ter,-1.38785913005367,-1.8268806020774477,-2.2495849933724563,-0.912100518655968,1.470716878171511,3.1285079462544365,-1.7246906360453014,0.6844392902892558,-1.5393406580559312,-0.5886437545801032,2.88100101977044,-0.19333434761099685,2.676581590824542,-1.501753293745232,0.2108791723838528,0.3541043577665588,2.184963850852338,2.912525267969809,-0.9242724424871714,-2.3682852069540132
4Keus,2.585475552535311,2.09040112093327,-0.23691272838583916,0.24711805187061017,-0.9850512224086998,-0.7779842778708811,0.6419497405292149,-0.6998644400702184,1.588264476277961,-1.8337550879533684,0.17099356743926794,-2.9601276465496245,-1.2731539389554594,0.38388639773889055,-1.1939341073866332,0.2629222039473456,-0.1359804979854769,-1.440624730170325,-1.8410992733031109,1.463222116629396
5 Majeur,-2.663916846325986,2.6805152310607188,-1.1908674046493732,1.1814663014347364,-0.1055569807694702,-0.5384598619195679,0.1001890817382018,4.1753632574605914,1.742236502836295,1.0717223473494246,-0.6043611092562671,1.384747711778286,1.7207920671289678,0.2446793820025839,-0.09069199746390173,-1.13939795463404,-0.5538331612184844,-0.4247408817009064,-0.5840562355532286,-1.2577290589178445
667,1.0291404926390983,1.2160270596423128,1.1537148422251202,1.2379210538970646,-1.4455633854081553,-1.2849159639761023,0.13101240078218193,1.904198930190785,0.6475413432283162,3.5129716348572217,-0.5722854757710487,-0.022511328003274662,-0.11129210013640901,-1.2773505758608117,1.881100274276067,-1.1220015444362985,-2.2007789912925375,-2.189663835585347,-1.124629679042788,0.4614778631486516
