artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.583964503936919,0.8625485417197943,0,0.2661570535093815,8,"0,16,1","0.266,0.116,0.070",0.4663307852652153,generalist
La Fouine,1191,2.70641453565201,0.9034233664816955,0,0.23761544920235098,7,"0,11,16","0.238,0.078,0.068",0.3767002518872852,generalist
Rohff,1095,2.7315392602794186,0.9118102056025366,0,0.21552511415525114,7,"0,16,11","0.216,0.086,0.076",0.37803652967847534,generalist
Sexion d’Assaut,1023,2.685445483141869,0.8964237247929993,0,0.23069403714565004,8,"0,16,11","0.231,0.109,0.066",0.406500488756521,generalist
Alkpote,889,2.5649832125403482,0.8562124309918313,0,0.27896512935883017,7,"0,1,11","0.279,0.082,0.074",0.4747469066342968,generalist
Naps,854,2.4816285300581207,0.828387954412908,0,0.297423887587822,6,"0,1,16","0.297,0.100,0.098",0.521662763463434,generalist
Disiz,849,2.653085142114333,0.8856215775807103,0,0.21672555948174324,6,"0,16,17","0.217,0.160,0.068",0.4273851590084636,generalist
Swift Guad,797,2.697006229670665,0.9002827967904716,0,0.21957340025094102,7,"0,16,17","0.220,0.105,0.068",0.40345043914478323,generalist
IAM,745,2.6880929803220335,0.897307481063056,16,0.21476510067114093,4,"16,0,17","0.215,0.123,0.106",0.40489932885703606,generalist
Sinik,744,2.703477161535237,0.9024428469130065,0,0.18413978494623656,7,"0,16,17","0.184,0.121,0.094",0.4181451612882321,generalist
Lacrim,732,2.5835659258896326,0.8624154930989931,0,0.1953551912568306,6,"0,16,2","0.195,0.152,0.133",0.49002732240192143,generalist
Sadek,721,2.4924904079684818,0.832013738334338,0,0.31484049930651875,5,"0,16,11","0.315,0.098,0.078",0.5024271844635072,moderate
Niro,713,2.6983024488199012,0.900715485372385,0,0.2314165497896213,7,"0,2,16","0.231,0.088,0.072",0.39642356241036036,generalist
Mac Tyer,704,2.643292251612186,0.882352630422582,0,0.2471590909090909,7,"0,16,2","0.247,0.098,0.080",0.4352272727250966,generalist
Gims,703,2.502295468940391,0.8352867480950792,0,0.2958748221906117,6,"0,16,17","0.296,0.118,0.088",0.5044807965835374,generalist
Booba,676,2.711684140778089,0.9051824038872069,0,0.20414201183431951,7,"0,18,16","0.204,0.098,0.095",0.4029585798796422,generalist
Alonzo,666,2.5763226989897716,0.8599976445603225,0,0.2897897897897898,5,"0,16,17","0.290,0.108,0.068",0.4521021020998416,generalist
Vald,659,2.638553240706893,0.8807707097192107,0,0.2488619119878604,7,"0,16,2","0.249,0.103,0.082",0.43543247344243596,generalist
Jorrdee,656,2.499604475231077,0.8343884723268905,0,0.2423780487804878,6,"0,16,1","0.242,0.171,0.099",0.5275914634119961,generalist
A2H,649,2.5558335583954457,0.8531582014047367,0,0.26810477657935283,6,"0,16,11","0.268,0.134,0.071",0.4792758089344297,generalist
Kaaris,637,2.532155255318742,0.8452541896591835,0,0.3029827315541601,6,"0,16,1","0.303,0.104,0.077",0.4812401883806392,moderate
