artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
L’indis,74,1.6748074087144147,0.5590644476141737,10,0.32432432432432434,6,"10,11,8","0.324,0.257,0.135",0.7891891891852433,moderate
Dadoo,73,2.044236514619186,0.6823829127407315,7,0.3013698630136986,7,"7,10,17","0.301,0.164,0.151",0.702054794517038,moderate
Puzzle (Fra),73,1.9056950507979917,0.6361366359808809,20,0.2465753424657534,6,"20,12,8","0.247,0.219,0.192",0.7376712328730239,generalist
Daddy Lord C,72,1.6821644475787014,0.5615202875199069,10,0.5,6,"10,20,11","0.500,0.167,0.069",0.7805555555516533,specialist
Zbig,72,1.5573772291452197,0.5198652906648508,3,0.4722222222222222,4,"3,17,16","0.472,0.181,0.167",0.8180555555514655,moderate
Hache-P,72,1.992929658823718,0.6652562635243113,9,0.3194444444444444,4,"9,16,7","0.319,0.181,0.153",0.7152777777742015,moderate
Sauveur Eloheem,72,1.7282951198896428,0.5769190842408883,11,0.4166666666666667,5,"11,7,19","0.417,0.236,0.097",0.783333333329417,moderate
Mac Kregor,72,1.9921181436662712,0.664985373109767,19,0.2361111111111111,7,"19,8,20","0.236,0.208,0.153",0.7097222222186736,generalist
Team BS,71,1.9928832425725749,0.6652407693990342,20,0.2676056338028169,7,"20,19,17","0.268,0.254,0.113",0.7119718309823554,generalist
Lemon Haze,70,1.4707639537773682,0.49095306905797875,9,0.4,4,"9,16,3","0.400,0.343,0.086",0.8285714285672857,moderate
Iron Sy,70,1.883768630032075,0.6288174169173214,17,0.3142857142857143,5,"17,10,20","0.314,0.200,0.143",0.7471428571391215,moderate
OGB,70,1.909145450349612,0.6372884076468872,20,0.3,5,"20,17,19","0.300,0.243,0.143",0.7399999999963,moderate
Sté Strausz,70,1.9596798244014655,0.6541571961224014,10,0.2571428571428571,6,"10,20,12","0.257,0.186,0.186",0.7214285714249644,generalist
Soon E MC,69,1.430451357601979,0.4774963938633145,10,0.5072463768115942,4,"10,8,19","0.507,0.203,0.116",0.8398550724595688,specialist
S.Téban,68,2.142105514627252,0.7150523875372755,4,0.27941176470588236,6,"4,3,9","0.279,0.162,0.118",0.6705882352907648,generalist
Karlito,67,2.279364440873261,0.7608705427368295,20,0.29850746268656714,6,"20,17,12","0.299,0.134,0.104",0.618656716414817,generalist
Ma2x,67,1.6351584492138822,0.5458292997838589,19,0.2835820895522388,5,"19,12,13","0.284,0.269,0.224",0.7947761193990114,generalist
5 Majeur,66,1.844202697867259,0.6156099842925505,10,0.3787878787878788,6,"10,19,12","0.379,0.152,0.136",0.751515151511394,moderate
K-Reen,66,1.764302399161498,0.5889386093465607,19,0.2878787878787879,5,"19,13,12","0.288,0.227,0.227",0.7696969696931212,generalist
Shone,66,2.1316876668920615,0.7115748245296737,17,0.36363636363636365,6,"17,8,20","0.364,0.121,0.106",0.656060606057326,moderate
SEB (FRA),65,2.2188286852464683,0.7406632110733173,12,0.2,7,"12,7,13","0.200,0.154,0.123",0.6361538461506655,generalist
Pink Tee,65,2.138977142675589,0.7140081113249852,10,0.26153846153846155,6,"10,7,2","0.262,0.246,0.092",0.6669230769197423,generalist
Ekoué,64,1.7116388768651043,0.5713590937265229,8,0.34375,4,"8,10,11","0.344,0.281,0.141",0.7890624999960547,moderate
667,64,1.3669460184238817,0.4562977908577269,2,0.53125,5,"2,7,4","0.531,0.219,0.094",0.8484374999957579,specialist
Wacko,63,2.248641436246003,0.75061495184225,7,0.2698412698412698,8,"7,12,20","0.270,0.159,0.095",0.626190476187345,generalist
Ministère A.M.E.R.,63,1.5321167114643803,0.5114331227091771,8,0.5079365079365079,5,"8,10,17","0.508,0.175,0.111",0.8198412698371704,specialist
Laeti,60,2.285609332862307,0.7629551388952296,19,0.21666666666666667,6,"19,20,9","0.217,0.150,0.117",0.6183333333302418,generalist
Nick Conrad,58,1.9630777487038893,0.6552914511198925,8,0.3620689655172414,5,"8,19,11","0.362,0.138,0.138",0.7224137930998364,moderate
Kooly,58,1.9573733927851473,0.6533872903345315,8,0.2413793103448276,7,"8,17,10","0.241,0.224,0.155",0.724137931030862,generalist
JP Manova,57,1.9345928499695946,0.6457829583264088,10,0.2631578947368421,5,"10,11,8","0.263,0.193,0.175",0.7307017543823116,generalist
Démocrates D,56,1.3397882903801366,0.44723231852447115,8,0.48214285714285715,4,"8,10,20","0.482,0.250,0.161",0.8535714285671607,moderate
Zifou,54,1.9892643702222308,0.6640327601312197,20,0.25925925925925924,7,"20,17,3","0.259,0.241,0.130",0.7166666666630832,generalist
Eklips,54,1.924735798913255,0.6424925938491299,7,0.2777777777777778,4,"17,7,10","0.278,0.278,0.148",0.733333333329667,generalist
Diamond Deuklo,54,2.027541108470635,0.6768098492544058,7,0.3333333333333333,6,"7,19,11","0.333,0.222,0.093",0.7037037037001853,moderate
Humphrey,53,1.547546906500369,0.5165838483505186,19,0.32075471698113206,5,"19,20,13","0.321,0.264,0.208",0.8103773584865142,moderate
Moona,53,2.0640788795128295,0.6890064568634189,16,0.24528301886792453,7,"16,20,3","0.245,0.170,0.151",0.689622641505986,generalist
Blackapar,49,1.994552988997172,0.6657981444486465,17,0.2653061224489796,6,"17,10,7","0.265,0.163,0.163",0.7132653061188825,generalist
Assaf,49,2.2483815522430954,0.7505282004308499,7,0.1836734693877551,7,"7,12,16","0.184,0.184,0.163",0.627551020405026,generalist
Orties,49,1.2491171956101188,0.4169655635242154,19,0.4489795918367347,3,"19,7,11","0.449,0.388,0.082",0.8581632653018316,moderate
Dicidens,49,1.9509131625133773,0.6512308124914343,10,0.30612244897959184,7,"10,20,8","0.306,0.204,0.122",0.7214285714249644,moderate
Psykick Lyrikah,49,1.417136492883951,0.4730517828292878,19,0.5306122448979592,5,"19,11,13","0.531,0.204,0.082",0.8377551020366276,specialist
La Boussole,47,1.703741905731002,0.5687230200013053,8,0.3617021276595745,4,"8,10,20","0.362,0.234,0.170",0.7882978723364843,moderate
Driks,47,2.1154895723456324,0.7061677677344373,12,0.23404255319148937,7,"12,20,16","0.234,0.149,0.149",0.6691489361668674,generalist
Milk Coffee and Sugar,47,1.4996240296359895,0.500586799052276,8,0.3829787234042553,4,"8,11,19","0.383,0.255,0.149",0.8223404255278033,moderate
Bastard Prod,47,1.544407555916129,0.5155359073806416,10,0.2765957446808511,5,"10,19,11","0.277,0.255,0.213",0.7968085106343139,generalist
Hös Copperfield,47,2.1525328746274015,0.718533125816928,16,0.2127659574468085,6,"20,16,9","0.213,0.213,0.149",0.6670212765924097,generalist
Vicky R,47,1.979144388051273,0.6606546270916634,20,0.23404255319148937,6,"20,7,12","0.234,0.170,0.149",0.7074468085071014,generalist
Missak Portoukalian,47,2.134921536138056,0.7126543166039631,10,0.19148936170212766,8,"10,13,12","0.191,0.170,0.170",0.6585106382945797,generalist
Morsay,46,1.3930376829114601,0.46500740243347183,17,0.6304347826086957,3,"17,7,16","0.630,0.087,0.065",0.8173913043437393,specialist
Afrojazz,46,1.5059384329923877,0.5026945986751399,10,0.43478260869565216,4,"10,8,17","0.435,0.239,0.152",0.828260869561076,moderate
Zinée,46,1.8384066193433939,0.6136752057494103,19,0.2826086956521739,7,"19,20,12","0.283,0.174,0.174",0.739130434778913,generalist
Bimbim,45,1.9762442768069528,0.6596865461753806,16,0.26666666666666666,5,"16,9,3","0.267,0.200,0.200",0.7188888888852946,generalist
Bedjik,44,2.388390351342545,0.7972642857397517,9,0.13636363636363635,8,"17,9,16","0.136,0.136,0.114",0.554545454542682,generalist
Mike Lucazz,43,2.216151331180853,0.73976948833005,17,0.23255813953488372,8,"17,9,11","0.233,0.140,0.116",0.629069767438715,generalist
OFX,43,1.769629083540094,0.5907167002746518,10,0.27906976744186046,5,"20,10,8","0.279,0.279,0.186",0.7686046511589478,generalist
Dadinho,42,1.4799392364192543,0.4940158536475379,16,0.47619047619047616,5,"16,9,3","0.476,0.190,0.119",0.8261904761863453,moderate
Vicelow,41,1.6923214586072757,0.564910781095798,10,0.4878048780487805,5,"10,8,7","0.488,0.122,0.098",0.7768292682887986,moderate
Dala,41,1.667999330985234,0.5567918554372019,9,0.4146341463414634,4,"9,16,15","0.415,0.195,0.146",0.7963414634106523,moderate
Eli Mc,40,1.4274262404187548,0.47648658493948987,19,0.4,4,"19,20,12","0.400,0.250,0.225",0.8349999999958252,moderate
Edgar Sekloka,40,1.2838348453007258,0.42855459969980786,8,0.425,4,"8,19,10","0.425,0.350,0.100",0.8549999999957252,moderate
Eye’s Berg,40,2.0766960091925046,0.6932181582197309,15,0.2,8,"15,20,12","0.200,0.175,0.150",0.6699999999966499,generalist
IV My People,39,1.908154752794704,0.6369577046786501,17,0.3076923076923077,6,"17,10,7","0.308,0.231,0.128",0.7397435897398911,moderate
Explicit Samouraï,39,1.8179382388033536,0.606842692470192,10,0.28205128205128205,7,"10,17,7","0.282,0.231,0.179",0.7576923076885193,generalist
Makiavel,39,2.115083884021539,0.7060323456449286,16,0.3333333333333333,8,"16,17,3","0.333,0.154,0.103",0.6705128205094679,moderate
La Clinique,38,1.743262409010346,0.5819152880915571,10,0.4473684210526316,6,"10,19,8","0.447,0.132,0.105",0.7710526315750921,moderate
Fisto,37,1.9738901482845135,0.6589007187690996,19,0.21621621621621623,7,"19,10,11","0.216,0.162,0.162",0.6959459459424663,generalist
JSX,37,1.5974252080834273,0.5332336344556985,9,0.32432432432432434,5,"9,4,16","0.324,0.297,0.189",0.8067567567527232,moderate
Lebeey,37,1.793565981461416,0.5987070330999962,3,0.40540540540540543,7,"3,9,16","0.405,0.189,0.108",0.7635135135096962,moderate
Les Spécialistes,37,1.7886334362852754,0.5970605090699003,10,0.2972972972972973,7,"10,20,13","0.297,0.216,0.135",0.758108108104318,generalist
D’ de Kabal,37,1.4259111541192577,0.4759808367079566,8,0.35135135135135137,5,"8,19,11","0.351,0.324,0.162",0.8310810810769257,moderate
MLC,37,1.739118032688641,0.5805318612886045,17,0.43243243243243246,6,"17,7,19","0.432,0.189,0.081",0.7743243243204526,moderate
Ménélik,36,1.9631915586161641,0.6553294418019302,10,0.25,6,"10,19,13","0.250,0.194,0.139",0.7166666666630832,generalist
Titan,35,1.596427948396101,0.5329007409938461,7,0.37142857142857144,4,"7,17,19","0.371,0.314,0.114",0.8071428571388213,moderate
Rouda,35,1.64992608225335,0.5507588567972925,19,0.42857142857142855,6,"19,11,10","0.429,0.143,0.114",0.7871428571389214,moderate
Piloophaz,35,1.6686613279901323,0.5570128354662728,11,0.37142857142857144,6,"11,19,10","0.371,0.200,0.171",0.7928571428531789,moderate
Plune,34,1.9179766492267807,0.6402363342540576,19,0.35294117647058826,7,"19,15,12","0.353,0.147,0.118",0.7264705882316619,moderate
Caribbean Dandee,34,1.5676104878942727,0.5232812363551219,10,0.38235294117647056,5,"10,19,8","0.382,0.294,0.118",0.8147058823488679,moderate
Sid les 3 éléments,34,1.3791676678778357,0.4603774776714804,9,0.5294117647058824,5,"9,15,4","0.529,0.176,0.118",0.844117647054603,specialist
Kabal,33,1.5784016691241916,0.5268834211448584,8,0.42424242424242425,5,"8,19,11","0.424,0.212,0.152",0.8136363636322955,moderate
L’Atelier,33,1.992928309029084,0.6652558129517931,11,0.30303030303030304,8,"11,10,19","0.303,0.152,0.121",0.704545454541932,moderate
Melaaz,33,1.657283047672888,0.5532146721865663,8,0.3333333333333333,6,"8,10,20","0.333,0.242,0.121",0.783333333329417,moderate
Ghetto Fabulous Gang,32,1.6004522778428258,0.5342440951654626,17,0.46875,6,"17,20,7","0.469,0.125,0.125",0.7968749999960157,moderate
MC Circulaire,31,1.4250125383339576,0.4756808713895491,17,0.3870967741935484,4,"17,7,11","0.387,0.323,0.161",0.8370967741893633,moderate
Syrano,31,1.642113076078879,0.5481508112641708,11,0.3870967741935484,5,"11,19,8","0.387,0.194,0.161",0.798387096770202,moderate
Spoke Orkestra,31,1.5276450630072649,0.5099404497835653,8,0.3225806451612903,4,"8,11,19","0.323,0.290,0.194",0.8145161290281858,moderate
Kobzx2z,31,1.5399036277135751,0.514032459211286,12,0.2903225806451613,4,"19,12,13","0.290,0.290,0.226",0.8080645161249917,generalist
B.e.Labeu,30,0.8125445053464692,0.27123401931458513,7,0.8,2,"7,17,13","0.800,0.067,0.033",0.8966666666621832,specialist
Gravité Zéro,30,0.9033838556794087,0.30155693940155676,11,0.7333333333333333,3,"11,8,19","0.733,0.133,0.067",0.8999999999955001,specialist
Francis Tra$h,29,1.3817088589741304,0.46122574809895756,5,0.41379310344827586,3,"5,7,4","0.414,0.379,0.069",0.8362068965475432,moderate
Carré rouge,29,1.3508463573571254,0.4509235919652283,10,0.5517241379310345,5,"10,20,8","0.552,0.172,0.103",0.8465517241336983,specialist
