artist,title,year,iramuteq_class
Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,8
Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,7
Ministère A.M.E.R.,Brigitte (Femme de flic),1992.0,11
IAM,Planète mars - Homère Mix,1992.0,10
IAM,Planète mars - Homère Mix,1992.0,8
IAM,Rien n’est plus comme avant,1992.0,10
IAM,Rien n’est plus comme avant,1992.0,10
IAM,Rien n’est plus comme avant,1992.0,10
Ministère A.M.E.R.,Traîtres,1992.0,8
Ministère A.M.E.R.,Traîtres,1992.0,8
Ministère A.M.E.R.,Traîtres,1992.0,8
Ministère A.M.E.R.,Le savoir,1992.0,8
Ministère A.M.E.R.,Le savoir,1992.0,8
Ministère A.M.E.R.,Garde à vue,1992.0,10
Ministère A.M.E.R.,Garde à vue,1992.0,8
Ministère A.M.E.R.,Garde à vue,1992.0,10
Ministère A.M.E.R.,Garde à vue,1992.0,12
Ministère A.M.E.R.,RCA,1992.0,8
Ministère A.M.E.R.,RCA,1992.0,8
Ministère A.M.E.R.,RCA,1992.0,8
Ministère A.M.E.R.,Au-dessus des lois,1992.0,8
Ministère A.M.E.R.,Au-dessus des lois,1992.0,8
Ministère A.M.E.R.,Au-dessus des lois,1992.0,8
Ministère A.M.E.R.,Sos,1992.0,11
Ministère A.M.E.R.,Sos,1992.0,11
Ministère A.M.E.R.,Sos,1992.0,19
Ministère A.M.E.R.,Sos,1992.0,10
Ministère A.M.E.R.,Etiquette,1992.0,8
Ministère A.M.E.R.,Etiquette,1992.0,10
El Matador,Brandao,1992.0,17
El Matador,Brandao,1992.0,7
Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,8
Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,8
Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,8
Assassin (FRA),L’Ecologie : “Sauvons La Planète”,1992.0,8
Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,8
Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,8
Assassin (FRA),Le Futur Que Nous Réserve-T-Il ?,1992.0,8
Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,8
Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,8
Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,8
Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,8
Assassin (FRA),À Qui L’Histoire ? (Le Système Scolaire),1992.0,8
Assassin (FRA),L’Éducation À Travers Les Médias,1992.0,8
Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,8
Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,10
Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,8
Assassin (FRA),La Formule Secrète 2 : Le Retour,1992.0,8
Assassin (FRA),Le Vent M’Emporte,1992.0,10
Assassin (FRA),Le Vent M’Emporte,1992.0,10
Assassin (FRA),Le Vent M’Emporte,1992.0,10
Assassin (FRA),Le Vent M’Emporte,1992.0,10
Assassin (FRA),Kique Ta Merde,1992.0,8
Assassin (FRA),Kique Ta Merde,1992.0,10
Assassin (FRA),Kique Ta Merde,1992.0,8
Assassin (FRA),Respect L’Ancienne École,1992.0,10
Assassin (FRA),Respect L’Ancienne École,1992.0,10
Assassin (FRA),Respect L’Ancienne École,1992.0,11
Assassin (FRA),Au Centre Des Polémiques,1992.0,8
Assassin (FRA),Au Centre Des Polémiques,1992.0,8
Soon E MC,Sur le boulevard du rythm’funky (1992),1992.0,10
Soon E MC,Sur le boulevard du rythm’funky (1992),1992.0,10
Soon E MC,Élucider ce mystère (1992),1992.0,12
Soon E MC,Élucider ce mystère (1992),1992.0,8
Soon E MC,Élucider ce mystère (1992),1992.0,13
Soon E MC,Élucider ce mystère (1992),1992.0,12
Soon E MC,Élucider ce mystère (1992),1992.0,10
Soon E MC,O.P.I.D (1992),1992.0,13
Soon E MC,O.P.I.D (1992),1992.0,19
Soon E MC,O.P.I.D (1992),1992.0,19
Soon E MC,Chauffeur de taxi groove,1992.0,10
Soon E MC,Chauffeur de taxi groove,1992.0,10
Soon E MC,Chauffeur de taxi groove,1992.0,10
Soon E MC,Répugnant (1992),1992.0,19
Soon E MC,Répugnant (1992),1992.0,8
Soon E MC,Wadchie wadcha (1992),1992.0,12
Soon E MC,Wadchie wadcha (1992),1992.0,10
Soon E MC,Wadchie wadcha (1992),1992.0,10
Soon E MC,Wadchie wadcha (1992),1992.0,10
Suprême NTM,Police,1993.0,12
Suprême NTM,Police,1993.0,8
Suprême NTM,Police,1993.0,10
Suprême NTM,Police,1993.0,8
Suprême NTM,Police,1993.0,8
IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,7
IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,7
IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,7
IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,10
IAM,Je danse le MIA (Le Terrible Funk Remix Radio Edit),1993.0,7
IAM,Je danse le mia,1993.0,7
IAM,Je danse le mia,1993.0,7
IAM,Je danse le mia,1993.0,7
IAM,Je danse le mia,1993.0,10
Suprême NTM,J’appuie sur la gâchette,1993.0,19
Suprême NTM,J’appuie sur la gâchette,1993.0,20
Suprême NTM,J’appuie sur la gâchette,1993.0,19
IAM,J’aurais pu croire,1993.0,8
IAM,J’aurais pu croire,1993.0,8
IAM,Le 7,1993.0,8
Suprême NTM,Qui paiera les dégâts ?,1993.0,20
Suprême NTM,Qui paiera les dégâts ?,1993.0,19
Suprême NTM,Qui paiera les dégâts ?,1993.0,20
Suprême NTM,Pour un nouveau massacre,1993.0,10
Suprême NTM,Pour un nouveau massacre,1993.0,10
Suprême NTM,Pour un nouveau massacre,1993.0,10
Suprême NTM,Pour un nouveau massacre,1993.0,1
Suprême NTM,De best,1993.0,10
Suprême NTM,De best,1993.0,10
Suprême NTM,De best,1993.0,10
Suprême NTM,De best,1993.0,10
Suprême NTM,De best,1993.0,10
Suprême NTM,Sur 24 pistes (Remix),1993.0,10
Suprême NTM,Sur 24 pistes (Remix),1993.0,10
Suprême NTM,Sur 24 pistes (Remix),1993.0,10
Suprême NTM,Sur 24 pistes (Remix),1993.0,10
Suprême NTM,Nouvelle école,1993.0,10
Suprême NTM,Plus rien ne va,1993.0,8
Suprême NTM,Juste pour le fun,1993.0,10
Suprême NTM,Juste pour le fun,1993.0,11
Suprême NTM,Juste pour le fun,1993.0,11
Suprême NTM,Prisonnier du passé,1993.0,20
Suprême NTM,Prisonnier du passé,1993.0,19
Suprême NTM,Prisonnier du passé,1993.0,8
Suprême NTM,En direct de Bujolvik,1993.0,8
Suprême NTM,La révolution du son,1993.0,10
Suprême NTM,La révolution du son,1993.0,10
Suprême NTM,La révolution du son,1993.0,8
Suprême NTM,La révolution du son,1993.0,10
IAM,Une femme seule,1993.0,20
IAM,Une femme seule,1993.0,20
IAM,Une femme seule,1993.0,20
IAM,Attentat II,1993.0,10
IAM,Attentat II,1993.0,10
IAM,Attentat II,1993.0,11
IAM,Attentat II,1993.0,8
IAM,Attentat II,1993.0,12
IAM,Attentat II,1993.0,11
IAM,Attentat II,1993.0,11
IAM,Attentat II,1993.0,10
IAM,Attentat II,1993.0,11
IAM,Le shit squad,1993.0,3
IAM,Le shit squad,1993.0,16
IAM,Le shit squad,1993.0,11
IAM,Le shit squad,1993.0,10
IAM,Cosmos,1993.0,8
IAM,Cosmos,1993.0,11
IAM,L’aimant,1993.0,11
IAM,L’aimant,1993.0,11
IAM,L’aimant,1993.0,13
IAM,Sachet blanc,1993.0,19
IAM,Sachet blanc,1993.0,19
IAM,Sachet blanc,1993.0,20
IAM,Le Feu,1993.0,10
IAM,Le Feu,1993.0,12
IAM,Le Feu,1993.0,10
IAM,Le Feu,1993.0,10
IAM,Pharaon Reviens,1993.0,8
IAM,Pharaon Reviens,1993.0,8
IAM,Pharaon Reviens,1993.0,8
IAM,Pharaon Reviens,1993.0,10
IAM,Où sont les roses ?,1993.0,19
IAM,Où sont les roses ?,1993.0,8
IAM,Un jour tu pleures un jour tu ris,1993.0,10
IAM,Un jour tu pleures un jour tu ris,1993.0,20
IAM,Un jour tu pleures un jour tu ris,1993.0,20
IAM,Le soldat,1993.0,8
IAM,Le soldat,1993.0,19
IAM,Le soldat,1993.0,8
IAM,Le repos c’est la santé,1993.0,19
IAM,Les je veux être,1993.0,10
IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,11
IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,7
IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,7
IAM,Je ne veux plus voir personne en Harley Davidson,1993.0,7
IAM,Mars contre attaque,1993.0,8
IAM,Mars contre attaque,1993.0,10
IAM,Mars contre attaque,1993.0,10
IAM,Mars contre attaque,1993.0,8
IAM,Achevez-les,1993.0,11
IAM,Achevez-les,1993.0,10
IAM,Achevez-les,1993.0,10
IAM,Achevez-les,1993.0,10
IAM,Achevez-les,1993.0,10
IAM,Achevez-les,1993.0,10
IAM,Achevez-les,1993.0,10
IAM,Le dragon sommeille,1993.0,8
IAM,Le dragon sommeille,1993.0,11
IAM,Le dragon sommeille,1993.0,11
IAM,Le dragon sommeille,1993.0,11
IAM,Je lâche la meute,1993.0,10
IAM,Je lâche la meute,1993.0,10
IAM,Je lâche la meute,1993.0,10
IAM,Je lâche la meute,1993.0,10
IAM,La mousse à Riton,1993.0,11
IAM,Bang bang,1993.0,8
IAM,Bang bang,1993.0,7
IAM,Bang bang,1993.0,12
IAM,La méthode Marsimil,1993.0,8
IAM,Achevez-moi,1993.0,13
IAM,Fugitif,1993.0,20
IAM,Fugitif,1993.0,20
IAM,Fugitif,1993.0,13
IAM,Fizdou,1993.0,10
IAM,Fizdou,1993.0,10
IAM,Fizdou,1993.0,10
IAM,Le rétor de Malek Sultan,1993.0,1
IAM,Laissez-nous danser,1993.0,10
IAM,Laissez-nous danser,1993.0,10
IAM,Guinche le style,1993.0,10
IAM,Guinche le style,1993.0,10
IAM,Guinche le style,1993.0,11
IAM,Guinche le style,1993.0,10
IAM,Le slow de lai t’es,1993.0,12
Les Sages Poètes de la Rue,La rue,1993.0,10
Les Sages Poètes de la Rue,La rue,1993.0,10
Les Sages Poètes de la Rue,La rue,1993.0,11
MC Solaar,Et Dieu créa l’Homme,1993.0,8
MC Solaar,Et Dieu créa l’Homme,1993.0,8
MC Solaar,Et Dieu créa l’Homme,1993.0,10
Assassin (FRA),L’Histoire Suit Son Cours,1993.0,8
Assassin (FRA),L’Histoire Suit Son Cours,1993.0,12
Assassin (FRA),L’Histoire Suit Son Cours,1993.0,8
Assassin (FRA),L’Histoire Suit Son Cours,1993.0,8
Assassin (FRA),L’Histoire Suit Son Cours,1993.0,10
Assassin (FRA),L’Histoire Suit Son Cours (Ruff Mix),1993.0,8
Ménélik,Un petit rien de Jazz,1993.0,19
Ménélik,Un petit rien de Jazz,1993.0,10
Ménélik,Un petit rien de Jazz,1993.0,10
Ménélik,Un petit rien de Jazz,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,500 one for all,1993.0,10
Soon E MC,Sur le boulevard du rythm’funky,1993.0,10
Soon E MC,Sur le boulevard du rythm’funky,1993.0,10
Soon E MC,Sur le boulevard du rythm’funky,1993.0,10
Soon E MC,Au nom des miens,1993.0,10
Soon E MC,Au nom des miens,1993.0,8
Soon E MC,Au nom des miens,1993.0,8
Soon E MC,Au nom des miens,1993.0,10
Soon E MC,Au nom des miens,1993.0,10
Soon E MC,Au nom des miens,1993.0,10
Soon E MC,Élucider ce mystère,1993.0,8
Soon E MC,Élucider ce mystère,1993.0,13
Soon E MC,Élucider ce mystère,1993.0,12
Soon E MC,Élucider ce mystère,1993.0,10
Soon E MC,O.P.I.D,1993.0,19
Soon E MC,O.P.I.D,1993.0,8
Soon E MC,O.P.I.D,1993.0,19
Soon E MC,O.P.I.D,1993.0,8
Soon E MC,Sa motivation,1993.0,8
Soon E MC,Sa motivation,1993.0,10
Soon E MC,Sa motivation,1993.0,12
Soon E MC,Sa motivation,1993.0,19
Soon E MC,Sa motivation,1993.0,8
Soon E MC,Répugnant,1993.0,19
Soon E MC,Répugnant,1993.0,8
Soon E MC,"Abattu “à mort, à tort”",1993.0,8
Soon E MC,"Abattu “à mort, à tort”",1993.0,10
Soon E MC,"Abattu “à mort, à tort”",1993.0,8
Soon E MC,Combattre c’est être,1993.0,8
Soon E MC,Combattre c’est être,1993.0,20
Soon E MC,Rap jazz soul,1993.0,10
Soon E MC,Rap jazz soul,1993.0,10
Soon E MC,Rap jazz soul,1993.0,10
Soon E MC,Rap jazz soul,1993.0,19
Soon E MC,Wadchie wadcha,1993.0,11
Soon E MC,Wadchie wadcha,1993.0,10
Soon E MC,Wadchie wadcha,1993.0,10
Soon E MC,Wadchie wadcha,1993.0,10
Soon E MC,Quelque chose qui cloche,1993.0,20
Soon E MC,Point de vue...,1993.0,8
Soon E MC,Eh... à bientôt...,1993.0,10
Soon E MC,Sème monsieur lution,1993.0,12
MC Solaar,La concubine de l’hémoglobine,1994.0,8
MC Solaar,La concubine de l’hémoglobine,1994.0,19
MC Solaar,Obsolète,1994.0,11
MC Solaar,Sequelles,1994.0,11
MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,10
MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,10
MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,10
MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,10
MC Solaar,L’NMIACCd’HTCK72KPDP,1994.0,10
Ministère A.M.E.R.,Plus vite que les balles,1994.0,17
Ministère A.M.E.R.,Plus vite que les balles,1994.0,11
Ministère A.M.E.R.,Plus vite que les balles,1994.0,17
Ministère A.M.E.R.,Plus vite que les balles,1994.0,8
MC Solaar,A La Claire Fontaine,1994.0,10
MC Solaar,Prose Combat,1994.0,10
IAM,Reste Underground,1994.0,10
IAM,Reste Underground,1994.0,10
IAM,Reste Underground,1994.0,10
IAM,Reste Underground,1994.0,10
IAM,Reste Underground,1994.0,10
IAM,Ombre est lumière,1994.0,8
IAM,Ombre est lumière,1994.0,19
IAM,La mort n’est pas une fin,1994.0,19
IAM,La mort n’est pas une fin,1994.0,11
IAM,La mort n’est pas une fin,1994.0,19
IAM,La mort n’est pas une fin,1994.0,19
IAM,Le Feu (Prodigal Edit),1994.0,10
IAM,Le Feu (Prodigal Edit),1994.0,10
IAM,Le Feu (Prodigal Edit),1994.0,12
IAM,Le Feu (Prodigal Edit),1994.0,10
IAM,Le Feu (Prodigal Edit),1994.0,3
La Cliqua,Exercice de style,1994.0,10
La Cliqua,Exercice de style,1994.0,7
La Cliqua,Exercice de style,1994.0,10
La Cliqua,Exercice de style,1994.0,7
La Cliqua,Exercice de style,1994.0,10
Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,7
Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,7
Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,7
Ministère A.M.E.R.,Les rates aiment les lascars,1994.0,13
Ministère A.M.E.R.,Autopsie,1994.0,17
Ministère A.M.E.R.,Autopsie,1994.0,7
Ministère A.M.E.R.,Autopsie,1994.0,10
Ministère A.M.E.R.,Un été à la cité,1994.0,17
Ministère A.M.E.R.,Un été à la cité,1994.0,16
Ministère A.M.E.R.,Flirte avec le meurtre,1994.0,10
Ministère A.M.E.R.,Flirte avec le meurtre,1994.0,8
Ministère A.M.E.R.,Brigitte femme 2...,1994.0,10
Ministère A.M.E.R.,Brigitte femme 2...,1994.0,8
Ministère A.M.E.R.,Brigitte femme 2...,1994.0,10
Ministère A.M.E.R.,J’ai fait un rêve,1994.0,17
Ministère A.M.E.R.,Nègres de la pègre,1994.0,8
Ministère A.M.E.R.,Nègres de la pègre,1994.0,17
Ministère A.M.E.R.,Nègres de la pègre,1994.0,8
Ministère A.M.E.R.,Pas venus en touriste,1994.0,8
Ministère A.M.E.R.,Pas venus en touriste,1994.0,8
Ministère A.M.E.R.,Prélude au réveil,1994.0,8
Ministère A.M.E.R.,Paradis,1994.0,10
Ministère A.M.E.R.,Les cloches du diable,1994.0,8
Ministère A.M.E.R.,Les cloches du diable,1994.0,8
Ministère A.M.E.R.,Chap II Acte 20,1994.0,17
Les Sages Poètes de la Rue,Freestyle n°1,1994.0,10
Fabe,Je N’Aime Pas,1994.0,11
Fabe,Je N’Aime Pas,1994.0,8
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,19
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,10
Démocrates D,Onze 44,1994.0,20
Démocrates D,Onze 44,1994.0,10
MC Solaar,Devotion,1994.0,11
MC Solaar,Superstarr,1994.0,10
MC Solaar,Temps Mort,1994.0,10
MC Solaar,Le Freestyle d’obsolète,1994.0,11
MC Solaar,Le Freestyle d’obsolète,1994.0,11
MC Solaar,Le Freestyle d’obsolète,1994.0,10
MC Solaar,Le Freestyle d’obsolète,1994.0,10
MC Solaar,Le Freestyle d’obsolète,1994.0,10
MC Solaar,Le Freestyle d’obsolète,1994.0,10
MC Solaar,Le Freestyle d’obsolète,1994.0,10
MC Solaar,Dieu ait son âme,1994.0,19
MC Solaar,La fin justifie les moyens,1994.0,11
MC Solaar,La fin justifie les moyens,1994.0,10
MC Solaar,La fin justifie les moyens,1994.0,8
MC Solaar,Relations Humaines,1994.0,10
MC Solaar,Relations Humaines,1994.0,10
MC Solaar,A dix de mes disciples,1994.0,10
MC Solaar,A dix de mes disciples,1994.0,10
MC Solaar,A dix de mes disciples,1994.0,10
MC Solaar,Zigzag de l’aisé,1994.0,8
MC Solaar,Zigzag de l’aisé,1994.0,8
MC Solaar,Zigzag de l’aisé,1994.0,7
MC Solaar,Sentinel Nord,1994.0,8
MC Solaar,Sentinel Nord,1994.0,11
MC Solaar,Sentinel Nord,1994.0,8
Saliha,Derrière la porte,1994.0,13
Saliha,Derrière la porte,1994.0,1
Saliha,Derrière la porte,1994.0,1
Saliha,Derrière la porte,1994.0,20
Saliha,Derrière la porte,1994.0,1
Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,12
Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,12
Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,20
Saliha,"16 ans, 9 mois et un bébé sur les bras",1994.0,20
Sté Strausz,Née gangsta,1994.0,10
Sté Strausz,Née gangsta,1994.0,10
Sté Strausz,Née gangsta,1994.0,17
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,19
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,19
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,11
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,10
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,10
Akhenaton,Bad Boys de Marseille (Part. 2),1995.0,10
Suprême NTM,La fièvre,1995.0,10
Suprême NTM,La fièvre,1995.0,19
Suprême NTM,La fièvre,1995.0,12
Suprême NTM,La fièvre,1995.0,19
Ministère A.M.E.R.,Sacrifice de poulets,1995.0,8
Ministère A.M.E.R.,Sacrifice de poulets,1995.0,8
Suprême NTM,Tout n’est pas si facile,1995.0,10
Suprême NTM,Tout n’est pas si facile,1995.0,20
Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,20
Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,12
Akhenaton,Pousse au milieu des cactus ma rancœur,1995.0,10
Lunatic,Cash Flow,1995.0,7
Lunatic,Cash Flow,1995.0,7
Lunatic,Cash Flow,1995.0,7
Lunatic,Cash Flow,1995.0,17
Lunatic,Cash Flow,1995.0,17
Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,8
Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,12
Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,8
Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,19
Suprême NTM,Qu’est-ce qu’on attend ?,1995.0,12
Suprême NTM,Pass pass le oinj’,1995.0,10
Suprême NTM,Pass pass le oinj’,1995.0,7
Suprême NTM,Pass pass le oinj’,1995.0,3
Suprême NTM,Pass pass le oinj’,1995.0,12
Suprême NTM,Pass pass le oinj’,1995.0,7
Assassin (FRA),L’État assassine,1995.0,8
Assassin (FRA),L’État assassine,1995.0,8
Assassin (FRA),L’État assassine,1995.0,8
Suprême NTM,Paris sous les bombes,1995.0,10
Suprême NTM,Paris sous les bombes,1995.0,10
Suprême NTM,Paris sous les bombes,1995.0,19
Suprême NTM,Paris sous les bombes,1995.0,10
Suprême NTM,Paris sous les bombes,1995.0,11
Akhenaton,J’ai pas de face,1995.0,7
Akhenaton,J’ai pas de face,1995.0,10
Akhenaton,J’ai pas de face,1995.0,10
Akhenaton,La Cosca,1995.0,8
Akhenaton,La Cosca,1995.0,8
Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,10
Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,10
Les Sages Poètes de la Rue,Qu’est-ce qui fait marcher les sages ?,1995.0,10
Akhenaton,Bad Boys de Marseille,1995.0,10
Akhenaton,Bad Boys de Marseille,1995.0,3
Akhenaton,Bad Boys de Marseille,1995.0,10
Akhenaton,Bad Boys de Marseille,1995.0,10
Akhenaton,La face B,1995.0,7
Akhenaton,La face B,1995.0,10
Akhenaton,La face B,1995.0,10
Akhenaton,La face B,1995.0,10
Ménélik,Tout baigne,1995.0,12
Ménélik,Tout baigne,1995.0,10
Ménélik,Tout baigne,1995.0,11
Suprême NTM,Plus jamais ça,1995.0,10
Suprême NTM,Plus jamais ça,1995.0,8
Suprême NTM,Plus jamais ça,1995.0,10
Suprême NTM,Plus jamais ça,1995.0,8
Suprême NTM,Plus jamais ça,1995.0,8
Démocrates D,Le crime,1995.0,10
Démocrates D,Le crime,1995.0,11
Démocrates D,Le crime,1995.0,11
Akhenaton,Prométhée,1995.0,19
Akhenaton,Prométhée,1995.0,20
Akhenaton,Prométhée,1995.0,8
Raggasonic,Bleu Blanc Rouge,1995.0,8
Raggasonic,Bleu Blanc Rouge,1995.0,8
Raggasonic,Bleu Blanc Rouge,1995.0,11
Raggasonic,Bleu Blanc Rouge,1995.0,8
Raggasonic,Bleu Blanc Rouge,1995.0,8
Daddy Lord C,Freaky Flow 1995 Remix,1995.0,11
Daddy Lord C,Freaky Flow 1995 Remix,1995.0,12
Daddy Lord C,Freaky Flow 1995 Remix,1995.0,10
Akhenaton,Au fin fond d’une contrée...,1995.0,19
Akhenaton,Au fin fond d’une contrée...,1995.0,19
Akhenaton,Au fin fond d’une contrée...,1995.0,19
Akhenaton,Métèque et mat,1995.0,8
Akhenaton,Métèque et mat,1995.0,8
Akhenaton,Métèque et mat,1995.0,8
Akhenaton,Métèque et mat,1995.0,8
Raggasonic,Aiguisé comme une lame,1995.0,17
Raggasonic,Aiguisé comme une lame,1995.0,11
Raggasonic,Aiguisé comme une lame,1995.0,7
Raggasonic,Aiguisé comme une lame,1995.0,10
Raggasonic,Aiguisé comme une lame,1995.0,10
Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,10
Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,10
Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,10
Les Sages Poètes de la Rue,Bons baisers du poste,1995.0,10
Akhenaton,L’Americano,1995.0,8
Akhenaton,L’Americano,1995.0,8
Akhenaton,L’Americano,1995.0,20
Akhenaton,Je suis peut-être...,1995.0,7
Akhenaton,Je suis peut-être...,1995.0,11
Akhenaton,Je suis peut-être...,1995.0,19
Akhenaton,Je suis peut-être...,1995.0,10
IAM,La 25ème Image,1995.0,12
IAM,La 25ème Image,1995.0,8
Akhenaton,Un brin de haine,1995.0,8
Akhenaton,Un brin de haine,1995.0,20
Akhenaton,Un brin de haine,1995.0,19
Expression Direkt,Dealer pour survivre,1995.0,8
Expression Direkt,Dealer pour survivre,1995.0,10
Expression Direkt,Dealer pour survivre,1995.0,20
Expression Direkt,Dealer pour survivre,1995.0,20
Suprême NTM,Popopop !!,1995.0,10
Suprême NTM,Popopop !!,1995.0,10
Suprême NTM,Popopop !!,1995.0,10
Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,10
Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,10
Suprême NTM,Come Again (Pour que ça sonne funk),1995.0,10
Suprême NTM,Le rêve,1995.0,11
Suprême NTM,Le rêve,1995.0,19
Suprême NTM,Le rêve,1995.0,10
Suprême NTM,Le rêve,1995.0,9
Suprême NTM,Le rêve,1995.0,11
Suprême NTM,Est-ce la vie ou moi ?,1995.0,19
Suprême NTM,Est-ce la vie ou moi ?,1995.0,19
Suprême NTM,Est-ce la vie ou moi ?,1995.0,20
Suprême NTM,Check the flow,1995.0,10
Suprême NTM,Check the flow,1995.0,1
Suprême NTM,Check the flow,1995.0,10
Suprême NTM,Nouvelle école (version longue),1995.0,10
Suprême NTM,Nouvelle école (version longue),1995.0,10
Suprême NTM,Nouvelle école (version longue),1995.0,10
Suprême NTM,Nouvelle école (version longue),1995.0,7
Suprême NTM,Qui paiera les dégâts (Remix),1995.0,20
Suprême NTM,Qui paiera les dégâts (Remix),1995.0,19
Suprême NTM,Qui paiera les dégâts (Remix),1995.0,20
IAM,Il pleut autour du monde,1995.0,19
IAM,Il pleut autour du monde,1995.0,19
Alliance Ethnik,Honesty & Jalousie (Fais Un Choix Dans La Vie),1995.0,1
Alliance Ethnik,Honesty & Jalousie (Fais Un Choix Dans La Vie),1995.0,20
Alliance Ethnik,Honesty & Jalousie (Fais Un Choix Dans La Vie),1995.0,1
Alliance Ethnik,Honesty & Jalousie (Fais Un Choix Dans La Vie),1995.0,20
Alliance Ethnik,L’Union Du Son,1995.0,7
Alliance Ethnik,L’Union Du Son,1995.0,10
Alliance Ethnik,L’Union Du Son,1995.0,8
Alliance Ethnik,L’Union Du Son,1995.0,10
Alliance Ethnik,L’Union Du Son,1995.0,10
Alliance Ethnik,L’Union Du Son,1995.0,7
La Cliqua,Comme une sarbacane,1995.0,10
La Cliqua,Comme une sarbacane,1995.0,10
La Cliqua,Requiem,1995.0,11
La Cliqua,Requiem,1995.0,10
La Cliqua,Tué dans la rue,1995.0,10
La Cliqua,Tué dans la rue,1995.0,10
La Cliqua,Tué dans la rue,1995.0,8
La Cliqua,Tué dans la rue,1995.0,20
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,11
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,10
La Cliqua,Conçu pour durer,1995.0,7
La Cliqua,Dans ma tête,1995.0,10
La Cliqua,Dans ma tête,1995.0,19
La Cliqua,Dans ma tête,1995.0,10
La Cliqua,Freestyle,1995.0,10
La Cliqua,Freestyle,1995.0,7
La Cliqua,Freestyle,1995.0,10
La Cliqua,Freestyle,1995.0,19
La Cliqua,Freestyle,1995.0,17
La Cliqua,Toujours plus haut,1995.0,10
