artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
JuL,2878,2.334922985434067,0.7794164405299236,0,0.29082696316886725,3,"0,5,15","0.291,0.253,0.055",0.5523280055566551,generalist
La Fouine,1191,2.6206615718114574,0.8747983239177887,0,0.2502099076406381,5,"0,5,1","0.250,0.139,0.067",0.4374895046157805,generalist
Rohff,1095,2.6360504644007006,0.8799352624636976,0,0.2054794520547945,6,"0,5,15","0.205,0.153,0.104",0.4492694063904477,generalist
Sexion d’Assaut,1023,2.5260797522864937,0.8432261369236697,0,0.24437927663734116,3,"0,5,15","0.244,0.211,0.069",0.4741446725293987,generalist
Alkpote,889,2.514059371833985,0.8392136353531443,0,0.2958380202474691,4,"0,5,9","0.296,0.148,0.069",0.48183352080748987,generalist
Naps,854,2.1154445190192837,0.7061527285646335,0,0.34192037470725994,2,"0,5,6","0.342,0.287,0.041",0.6262295081935902,moderate
Disiz,849,2.552006625155917,0.8518807397058684,5,0.22968197879858657,3,"5,0,4","0.230,0.216,0.059",0.461425206122546,generalist
Swift Guad,797,2.542804894813204,0.8488091266568838,0,0.24215809284818068,5,"0,5,15","0.242,0.192,0.068",0.483751568379012,generalist
IAM,745,2.529618721974603,0.8444074740275728,5,0.29395973154362415,4,"5,0,1","0.294,0.141,0.063",0.4773825503331837,generalist
Sinik,744,2.6354196550405447,0.8797246931262022,5,0.22983870967741934,5,"5,0,15","0.230,0.171,0.062",0.41895161290113153,generalist
Lacrim,732,2.4931909128003764,0.8322475725918512,5,0.24726775956284153,4,"5,0,7","0.247,0.199,0.101",0.5071038251340766,generalist
Sadek,721,2.364162652556437,0.7891768812009725,0,0.3356449375866852,3,"0,5,15","0.336,0.187,0.054",0.5390429958364172,moderate
Niro,713,2.5579341097556005,0.8538593826747382,0,0.24544179523141654,6,"0,5,7","0.245,0.147,0.087",0.49333800841268066,generalist
Mac Tyer,704,2.55022862336793,0.8512872281281875,0,0.26988636363636365,4,"0,5,1","0.270,0.159,0.065",0.47215909090673025,generalist
