artist,n_docs,entropy,normalized_entropy,dominant_topic,dominant_ratio,n_significant_topics,top_3_topics,top_3_ratios,gini_coefficient,classification
L’Armée des 12,78,1.5807551586181519,0.5276690352381926,0,0.3717948717948718,4,"0,6,16","0.372,0.256,0.231",0.8076923076882696,moderate
Miklo,77,1.793769199371835,0.5987748689050222,0,0.3246753246753247,6,"0,15,16","0.325,0.156,0.143",0.7551948051910293,moderate
L.I.O. Petrodollars,76,1.7158235139166893,0.5727559598912756,16,0.39473684210526316,5,"16,0,15","0.395,0.250,0.118",0.7828947368381914,moderate
Ixzo,75,1.6311347735559416,0.5444861638523001,0,0.4,4,"0,15,16","0.400,0.187,0.173",0.8006666666626635,moderate
L’indis,74,1.502281608438655,0.5014739206505998,16,0.3918918918918919,4,"16,0,6","0.392,0.338,0.122",0.8256756756715475,moderate
Dadoo,73,1.9482586019488555,0.6503446984057545,16,0.3835616438356164,6,"16,0,15","0.384,0.151,0.123",0.7280821917771815,moderate
Puzzle (Fra),73,1.755746133231613,0.5860824576118351,0,0.4657534246575342,6,"0,9,14","0.466,0.096,0.096",0.7568493150647091,moderate
Daddy Lord C,72,1.392723034208363,0.46490237011603985,0,0.4861111111111111,3,"0,16,14","0.486,0.319,0.056",0.8361111111069303,moderate
Zbig,72,1.1219445055403778,0.3745142766744498,16,0.6666666666666666,2,"16,15,14","0.667,0.181,0.042",0.874999999995625,specialist
Hache-P,72,1.7795775409829895,0.5940375769533588,15,0.3888888888888889,5,"15,0,16","0.389,0.181,0.167",0.7736111111072431,moderate
Sauveur Eloheem,72,1.4962880090262576,0.49947320801505884,0,0.4861111111111111,4,"0,16,6","0.486,0.222,0.125",0.8291666666625207,moderate
Mac Kregor,72,1.0097533525852285,0.3370639497725564,0,0.7083333333333334,3,"0,16,15","0.708,0.153,0.056",0.8888888888844446,specialist
Team BS,71,1.7631677441831766,0.5885598522098372,0,0.49295774647887325,6,"0,16,9","0.493,0.127,0.070",0.7570422535173417,moderate
Lemon Haze,70,1.824368059327768,0.6089890192902407,15,0.42857142857142855,4,"15,16,0","0.429,0.157,0.129",0.7571428571390713,moderate
Iron Sy,70,1.4651921443261213,0.4890931533704408,16,0.4,3,"16,0,1","0.400,0.371,0.086",0.8271428571387216,moderate
OGB,70,1.6482258425904355,0.5501913028546642,0,0.5142857142857142,5,"0,16,15","0.514,0.143,0.100",0.791428571424614,specialist
Sté Strausz,70,1.6052087161007418,0.535831833262056,0,0.5142857142857142,4,"0,16,15","0.514,0.157,0.100",0.8028571428531286,specialist
Soon E MC,69,2.0137535275887988,0.6722074416882987,0,0.391304347826087,5,"0,6,16","0.391,0.145,0.101",0.7036231884022792,moderate
S.Téban,68,1.7181347547143766,0.5735274710233252,0,0.4117647058823529,4,"0,15,16","0.412,0.206,0.147",0.7882352941137063,moderate
Karlito,67,1.4729992509701542,0.49169922959192197,0,0.5074626865671642,4,"0,16,15","0.507,0.179,0.164",0.8305970149212202,specialist
Ma2x,67,1.7624966670994988,0.5883358411760069,0,0.417910447761194,5,"0,14,11","0.418,0.149,0.149",0.772388059697631,moderate
5 Majeur,66,1.3207147796472594,0.4408654242257863,16,0.42424242424242425,3,"16,0,6","0.424,0.364,0.136",0.8484848484806061,moderate
K-Reen,66,1.3472980005193114,0.4497391213537726,0,0.6818181818181818,2,"0,14,16","0.682,0.061,0.045",0.8075757575717196,specialist
Shone,66,1.2422798012484668,0.41468318521490793,0,0.5909090909090909,3,"0,16,15","0.591,0.197,0.106",0.8666666666623335,specialist
SEB (FRA),65,1.89858932166113,0.6337646853230766,0,0.3076923076923077,5,"0,9,16","0.308,0.277,0.108",0.7438461538424347,moderate
Pink Tee,65,1.5915143046975888,0.5312605264319877,16,0.38461538461538464,4,"16,0,5","0.385,0.323,0.092",0.8099999999959502,moderate
